Symbol,Contract,Type,Entry Time,Exit Time,Duration,Bars in Trade,Strike Pair,Lot Size,Net Credit (₹),Capital Employed (₹),Exit Reason,PnL (₹),PnL (%)
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-07 10:39:00,2026-07-07 11:57:00,0 days 01:18:00,26,24500.0 / 24400.0,65,38.8,6500.0,Target Hit (50% Premium Decay),1300.0,20.0
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-07 11:00:00,2026-07-07 13:36:00,0 days 02:36:00,52,24500.0 / 24400.0,65,33.1,6500.0,SL Hit (100% Premium Appreciation),-2164.5,-33.3
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-07 11:03:00,2026-07-07 13:09:00,0 days 02:06:00,42,24500.0 / 24400.0,65,28.35,6500.0,SL Hit (100% Premium Appreciation),-2067.0,-31.8
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-07 11:27:00,2026-07-07 12:36:00,0 days 01:09:00,23,24500.0 / 24400.0,65,21.4,6500.0,SL Hit (100% Premium Appreciation),-1654.25,-25.45
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-07 11:51:00,2026-07-07 12:36:00,0 days 00:45:00,15,24500.0 / 24400.0,65,21.85,6500.0,SL Hit (100% Premium Appreciation),-1625.0,-25.0
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-07 15:03:00,2026-07-07 15:09:00,0 days 00:06:00,2,24400.0 / 24500.0,65,16.15,6500.0,Target Hit (50% Premium Decay),796.25,12.25
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 10:15:00,2026-07-08 14:27:00,0 days 04:12:00,84,24250.0 / 24350.0,65,40.6,6500.0,Target Hit (50% Premium Decay),1368.25,21.05
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 10:45:00,2026-07-08 14:03:00,0 days 03:18:00,66,24300.0 / 24400.0,65,39.2,6500.0,Target Hit (50% Premium Decay),1348.75,20.75
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 11:33:00,2026-07-08 14:03:00,0 days 02:30:00,50,24300.0 / 24400.0,65,38.1,6500.0,Target Hit (50% Premium Decay),1277.25,19.65
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 11:57:00,2026-07-08 14:03:00,0 days 02:06:00,42,24250.0 / 24350.0,65,42.55,6500.0,Target Hit (50% Premium Decay),1391.0,21.4
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 12:03:00,2026-07-08 14:24:00,0 days 02:21:00,47,24250.0 / 24350.0,65,41.25,6500.0,Target Hit (50% Premium Decay),1355.25,20.85
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 13:12:00,2026-07-08 14:27:00,0 days 01:15:00,25,24200.0 / 24300.0,65,45.55,6500.0,Target Hit (50% Premium Decay),1495.0,23.0
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 13:30:00,2026-07-08 14:36:00,0 days 01:06:00,22,24200.0 / 24300.0,65,44.9,6500.0,Target Hit (50% Premium Decay),1508.0,23.2
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 13:45:00,2026-07-13 09:15:00,4 days 19:30:00,285,24200.0 / 24300.0,65,33.65,6500.0,Target Hit (50% Premium Decay),1241.5,19.1
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 13:48:00,2026-07-14 10:18:00,5 days 20:30:00,430,24100.0 / 24200.0,65,42.15,6500.0,Target Hit (50% Premium Decay),1374.75,21.15
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-08 15:06:00,2026-07-14 14:54:00,5 days 23:48:00,496,23850.0 / 23950.0,65,49.3,6500.0,SL Hit (100% Premium Appreciation),-3224.0,-49.6
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-09 12:36:00,2026-07-14 13:36:00,5 days 01:00:00,395,24050.0 / 24150.0,65,46.7,6500.0,Target Hit (50% Premium Decay),1914.25,29.45
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-09 13:24:00,2026-07-14 13:36:00,5 days 00:12:00,379,24050.0 / 24150.0,65,45.4,6500.0,Target Hit (50% Premium Decay),1829.75,28.15
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-09 14:39:00,2026-07-14 13:36:00,4 days 22:57:00,354,24050.0 / 24150.0,65,44.0,6500.0,Target Hit (50% Premium Decay),1738.75,26.75
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-09 15:03:00,2026-07-13 12:51:00,3 days 21:48:00,206,24000.0 / 24100.0,65,39.65,6500.0,SL Hit (100% Premium Appreciation),-2671.5,-41.1
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 10:27:00,2026-07-14 12:18:00,4 days 01:51:00,287,24200.0 / 24100.0,65,41.1,6500.0,SL Hit (100% Premium Appreciation),-2694.25,-41.45
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 10:42:00,2026-07-14 10:18:00,3 days 23:36:00,242,24200.0 / 24100.0,65,39.15,6500.0,SL Hit (100% Premium Appreciation),-2600.0,-40.0
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 11:48:00,2026-07-14 13:33:00,4 days 01:45:00,285,24200.0 / 24100.0,65,43.9,6500.0,SL Hit (100% Premium Appreciation),-2892.5,-44.5
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 12:00:00,2026-07-14 13:36:00,4 days 01:36:00,282,24150.0 / 24050.0,65,35.55,6500.0,SL Hit (100% Premium Appreciation),-3035.5,-46.7
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 12:27:00,2026-07-14 12:24:00,3 days 23:57:00,249,24200.0 / 24100.0,65,41.8,6500.0,SL Hit (100% Premium Appreciation),-2723.5,-41.9
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 13:36:00,2026-07-14 12:27:00,3 days 22:51:00,227,24200.0 / 24100.0,65,42.25,6500.0,SL Hit (100% Premium Appreciation),-2915.25,-44.85
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 14:24:00,2026-07-14 10:15:00,3 days 19:51:00,167,24200.0 / 24100.0,65,38.15,6500.0,SL Hit (100% Premium Appreciation),-2544.75,-39.15
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 15:03:00,2026-07-14 12:15:00,3 days 21:12:00,194,24200.0 / 24100.0,65,40.3,6500.0,SL Hit (100% Premium Appreciation),-2700.75,-41.55
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 15:09:00,2026-07-13 09:21:00,2 days 18:12:00,9,24200.0 / 24100.0,65,36.8,6500.0,SL Hit (100% Premium Appreciation),-2440.75,-37.55
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 15:12:00,2026-07-13 09:33:00,2 days 18:21:00,12,24200.0 / 24100.0,65,38.0,6500.0,SL Hit (100% Premium Appreciation),-2470.0,-38.0
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-10 15:24:00,2026-07-13 09:21:00,2 days 17:57:00,4,24200.0 / 24100.0,65,36.65,6500.0,SL Hit (100% Premium Appreciation),-2450.5,-37.7
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-13 13:33:00,2026-07-14 10:18:00,0 days 20:45:00,60,24200.0 / 24100.0,65,39.4,6500.0,SL Hit (100% Premium Appreciation),-2583.75,-39.75
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-13 14:00:00,2026-07-14 12:15:00,0 days 22:15:00,90,24200.0 / 24100.0,65,40.0,6500.0,SL Hit (100% Premium Appreciation),-2720.25,-41.85
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-13 14:06:00,2026-07-14 12:15:00,0 days 22:09:00,88,24200.0 / 24100.0,65,40.15,6500.0,SL Hit (100% Premium Appreciation),-2710.5,-41.7
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-13 14:12:00,2026-07-14 09:45:00,0 days 19:33:00,36,24200.0 / 24100.0,65,35.15,6500.0,SL Hit (100% Premium Appreciation),-2479.75,-38.15
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 10:15:00,2026-07-14 13:36:00,0 days 03:21:00,67,24100.0 / 24200.0,65,22.5,6500.0,Target Hit (50% Premium Decay),1075.75,16.55
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 10:18:00,2026-07-14 13:36:00,0 days 03:18:00,66,24050.0 / 24150.0,65,35.8,6500.0,Target Hit (50% Premium Decay),1205.75,18.55
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 10:39:00,2026-07-14 12:27:00,0 days 01:48:00,36,24100.0 / 24200.0,65,25.9,6500.0,Target Hit (50% Premium Decay),854.75,13.15
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 11:33:00,2026-07-14 12:06:00,0 days 00:33:00,11,24150.0 / 24250.0,65,21.75,6500.0,Target Hit (50% Premium Decay),773.5,11.9
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 11:39:00,2026-07-14 12:27:00,0 days 00:48:00,16,24100.0 / 24200.0,65,29.7,6500.0,Target Hit (50% Premium Decay),1101.75,16.95
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 11:57:00,2026-07-14 13:33:00,0 days 01:36:00,32,24100.0 / 24200.0,65,25.2,6500.0,Target Hit (50% Premium Decay),893.75,13.75
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 12:06:00,2026-07-14 13:36:00,0 days 01:30:00,30,24100.0 / 24200.0,65,21.65,6500.0,Target Hit (50% Premium Decay),1020.5,15.7
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 12:09:00,2026-07-14 13:33:00,0 days 01:24:00,28,24100.0 / 24200.0,65,23.1,6500.0,Target Hit (50% Premium Decay),757.25,11.65
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 13:36:00,2026-07-14 14:45:00,0 days 01:09:00,23,24050.0 / 24150.0,65,17.25,6500.0,Target Hit (50% Premium Decay),656.5,10.1
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 13:39:00,2026-07-14 14:45:00,0 days 01:06:00,22,24050.0 / 24150.0,65,19.55,6500.0,Target Hit (50% Premium Decay),806.0,12.4
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 14:18:00,2026-07-14 14:45:00,0 days 00:27:00,9,24050.0 / 24150.0,65,20.45,6500.0,Target Hit (50% Premium Decay),864.5,13.3
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 14:24:00,2026-07-14 14:45:00,0 days 00:21:00,7,24050.0 / 24150.0,65,17.95,6500.0,Target Hit (50% Premium Decay),702.0,10.8
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-14 14:39:00,2026-07-14 14:45:00,0 days 00:06:00,2,24050.0 / 24150.0,65,17.5,6500.0,Target Hit (50% Premium Decay),672.75,10.35
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 10:09:00,2026-07-21 09:18:00,5 days 23:09:00,483,24200.0 / 24100.0,65,43.8,6500.0,Target Hit (50% Premium Decay),1569.75,24.15
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 10:15:00,2026-07-21 09:18:00,5 days 23:03:00,481,24200.0 / 24100.0,65,41.1,6500.0,Target Hit (50% Premium Decay),1394.25,21.45
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 10:42:00,2026-07-21 09:18:00,5 days 22:36:00,472,24200.0 / 24100.0,65,42.25,6500.0,Target Hit (50% Premium Decay),1469.0,22.6
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 11:03:00,2026-07-21 09:18:00,5 days 22:15:00,465,24200.0 / 24100.0,65,44.45,6500.0,Target Hit (50% Premium Decay),1612.0,24.8
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 11:18:00,2026-07-21 09:18:00,5 days 22:00:00,460,24200.0 / 24100.0,65,45.85,6500.0,Target Hit (50% Premium Decay),1703.0,26.2
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 11:27:00,2026-07-21 09:18:00,5 days 21:51:00,457,24200.0 / 24100.0,65,42.7,6500.0,Target Hit (50% Premium Decay),1498.25,23.05
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-15 11:30:00,2026-07-21 09:18:00,5 days 21:48:00,456,24200.0 / 24100.0,65,42.45,6500.0,Target Hit (50% Premium Decay),1482.0,22.8
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-15 13:54:00,2026-07-21 09:18:00,5 days 19:24:00,408,24050.0 / 24150.0,65,45.05,6500.0,SL Hit (100% Premium Appreciation),-2951.0,-45.4
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-15 14:21:00,2026-07-21 14:51:00,6 days 00:30:00,510,24050.0 / 24150.0,65,47.5,6500.0,SL Hit (100% Premium Appreciation),-3146.0,-48.4
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-15 14:27:00,2026-07-21 14:03:00,5 days 23:36:00,492,24050.0 / 24150.0,65,46.55,6500.0,SL Hit (100% Premium Appreciation),-3038.75,-46.75
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-15 14:48:00,2026-07-21 15:00:00,6 days 00:12:00,504,24100.0 / 24200.0,65,42.1,6500.0,SL Hit (100% Premium Appreciation),-3009.5,-46.3
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-15 15:00:00,2026-07-21 09:27:00,5 days 18:27:00,389,24050.0 / 24150.0,65,45.25,6500.0,SL Hit (100% Premium Appreciation),-2941.25,-45.25
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-16 09:15:00,2026-07-21 13:00:00,5 days 03:45:00,450,24150.0 / 24250.0,65,47.2,6500.0,Target Hit (50% Premium Decay),1647.75,25.35
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-16 10:42:00,2026-07-17 15:27:00,1 days 04:45:00,220,24100.0 / 24000.0,65,36.2,6500.0,Target Hit (50% Premium Decay),1287.0,19.8
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-16 10:48:00,2026-07-20 13:57:00,4 days 03:09:00,313,24150.0 / 24050.0,65,37.85,6500.0,Target Hit (50% Premium Decay),1309.75,20.15
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-16 11:33:00,2026-07-20 13:45:00,4 days 02:12:00,294,24150.0 / 24050.0,65,38.55,6500.0,Target Hit (50% Premium Decay),1257.75,19.35
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-16 11:39:00,2026-07-20 13:57:00,4 days 02:18:00,296,24150.0 / 24050.0,65,37.2,6500.0,Target Hit (50% Premium Decay),1267.5,19.5
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-16 12:27:00,2026-07-20 13:57:00,4 days 01:30:00,280,24150.0 / 24050.0,65,37.95,6500.0,Target Hit (50% Premium Decay),1316.25,20.25
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-16 15:03:00,2026-07-21 15:00:00,4 days 23:57:00,374,24100.0 / 24200.0,65,41.45,6500.0,SL Hit (100% Premium Appreciation),-3051.75,-46.95
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 11:06:00,2026-08-03 15:15:00,17 days 04:09:00,1458,24250.0 / 24150.0,65,45.7,6500.0,15m Spot Close < ATR Trailing SL,-1066.0,-16.4
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 11:36:00,2026-08-03 15:15:00,17 days 03:39:00,1448,24250.0 / 24150.0,65,45.05,6500.0,15m Spot Close < ATR Trailing SL,-1108.25,-17.05
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 11:42:00,2026-08-03 15:15:00,17 days 03:33:00,1446,24250.0 / 24150.0,65,43.0,6500.0,15m Spot Close < ATR Trailing SL,-1241.5,-19.1
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 12:06:00,2026-08-03 15:15:00,17 days 03:09:00,1438,24250.0 / 24150.0,65,43.05,6500.0,15m Spot Close < ATR Trailing SL,-1238.25,-19.05
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 12:21:00,2026-07-21 14:36:00,4 days 02:15:00,295,24300.0 / 24200.0,65,47.95,6500.0,SL Hit (100% Premium Appreciation),-3136.25,-48.25
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 12:36:00,2026-07-21 15:03:00,4 days 02:27:00,299,24300.0 / 24200.0,65,48.55,6500.0,SL Hit (100% Premium Appreciation),-3185.0,-49.0
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 12:45:00,2026-07-21 14:36:00,4 days 01:51:00,287,24300.0 / 24200.0,65,47.7,6500.0,SL Hit (100% Premium Appreciation),-3152.5,-48.5
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 12:48:00,2026-07-21 14:36:00,4 days 01:48:00,286,24300.0 / 24200.0,65,47.85,6500.0,SL Hit (100% Premium Appreciation),-3142.75,-48.35
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 13:00:00,2026-07-21 15:03:00,4 days 02:03:00,291,24300.0 / 24200.0,65,48.7,6500.0,SL Hit (100% Premium Appreciation),-3175.25,-48.85
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 15:03:00,2026-07-21 11:36:00,3 days 20:33:00,181,24300.0 / 24200.0,65,40.3,6500.0,SL Hit (100% Premium Appreciation),-2622.75,-40.35
NIFTY,NIFTY SPOT,PE_SPREAD,2026-07-17 15:21:00,2026-07-21 10:51:00,3 days 19:30:00,160,24350.0 / 24250.0,65,44.95,6500.0,SL Hit (100% Premium Appreciation),-2951.0,-45.4
NIFTY,NIFTY SPOT,CE_SPREAD,2026-07-20 12:21:00,2026-07-21 11:42:00,0 days 23:21:00,112,24200.0 / 24300.0,65,33.4,6500.0,Target Hit (50% Premium Decay),1137.5,17.5
