Symbol,Type,Entry Time,Exit Time,Duration,Bars in Trade,Strike Pair,Lot Size,Net Credit (₹),Capital Employed (₹),Exit Reason,PnL (₹),PnL (%)
NIFTY,CE_SPREAD,2026-07-21 11:00:00,2026-07-21 12:39:00,0 days 01:39:00,33,24400.0 / 24500.0,1,0.95,100.0,Target Hit (50% Premium Decay),0.55,0.55
NIFTY,CE_SPREAD,2026-07-21 11:15:00,2026-07-21 12:39:00,0 days 01:24:00,28,24400.0 / 24500.0,1,0.8,100.0,Target Hit (50% Premium Decay),0.4,0.4
NIFTY,CE_SPREAD,2026-07-21 11:18:00,2026-07-21 12:39:00,0 days 01:21:00,27,24350.0 / 24450.0,1,1.45,100.0,Target Hit (50% Premium Decay),0.75,0.75
NIFTY,CE_SPREAD,2026-07-21 11:24:00,2026-07-21 12:42:00,0 days 01:18:00,26,24400.0 / 24500.0,1,0.65,100.0,Target Hit (50% Premium Decay),0.35,0.35
NIFTY,CE_SPREAD,2026-07-21 11:39:00,2026-07-21 12:45:00,0 days 01:06:00,22,24350.0 / 24450.0,1,1.0,100.0,Target Hit (50% Premium Decay),0.5,0.5
NIFTY,CE_SPREAD,2026-07-21 12:15:00,2026-07-21 13:12:00,0 days 00:57:00,19,24350.0 / 24450.0,1,0.9,100.0,Target Hit (50% Premium Decay),0.5,0.5
NIFTY,CE_SPREAD,2026-07-21 12:30:00,2026-07-21 12:57:00,0 days 00:27:00,9,24350.0 / 24450.0,1,0.95,100.0,Target Hit (50% Premium Decay),0.5,0.5
NIFTY,CE_SPREAD,2026-07-21 12:42:00,2026-07-21 13:15:00,0 days 00:33:00,11,24350.0 / 24450.0,1,0.55,100.0,Target Hit (50% Premium Decay),0.3,0.3
NIFTY,CE_SPREAD,2026-07-21 12:54:00,2026-07-21 13:15:00,0 days 00:21:00,7,24350.0 / 24450.0,1,0.55,100.0,Target Hit (50% Premium Decay),0.3,0.3
NIFTY,CE_SPREAD,2026-07-21 13:00:00,2026-07-21 13:15:00,0 days 00:15:00,5,24350.0 / 24450.0,1,0.55,100.0,Target Hit (50% Premium Decay),0.3,0.3
NIFTY,CE_SPREAD,2026-07-21 13:09:00,2026-07-21 13:15:00,0 days 00:06:00,2,24350.0 / 24450.0,1,0.5,100.0,Target Hit (50% Premium Decay),0.25,0.25
NIFTY,CE_SPREAD,2026-07-21 13:15:00,2026-07-21 13:21:00,0 days 00:06:00,2,24350.0 / 24450.0,1,0.25,100.0,SL Hit (50% Premium Appreciation),-0.15,-0.15
NIFTY,CE_SPREAD,2026-07-21 13:42:00,2026-07-21 13:45:00,0 days 00:03:00,1,24400.0 / 24500.0,1,0.2,100.0,Target Hit (50% Premium Decay),0.1,0.1
NIFTY,CE_SPREAD,2026-07-21 13:48:00,2026-07-21 13:51:00,0 days 00:03:00,1,24350.0 / 24450.0,1,0.15,100.0,SL Hit (50% Premium Appreciation),-0.15,-0.15
NIFTY,CE_SPREAD,2026-07-21 13:57:00,2026-07-21 14:27:00,0 days 00:30:00,10,24350.0 / 24450.0,1,0.15,100.0,Target Hit (50% Premium Decay),0.1,0.1
NIFTY,CE_SPREAD,2026-07-21 14:09:00,2026-07-21 14:12:00,0 days 00:03:00,1,24350.0 / 24450.0,1,0.1,100.0,SL Hit (50% Premium Appreciation),-0.05,-0.05
NIFTY,CE_SPREAD,2026-07-21 14:36:00,2026-07-21 14:39:00,0 days 00:03:00,1,24350.0 / 24450.0,1,0.1,100.0,Target Hit (50% Premium Decay),0.15,0.15
NIFTY,CE_SPREAD,2026-07-22 09:18:00,2026-07-23 09:15:00,0 days 23:57:00,124,24250.0 / 24350.0,1,29.65,100.0,Target Hit (50% Premium Decay),17.6,17.6
NIFTY,CE_SPREAD,2026-07-22 10:18:00,2026-07-23 12:30:00,1 days 02:12:00,169,24200.0 / 24300.0,1,27.15,100.0,Target Hit (50% Premium Decay),14.85,14.85
NIFTY,CE_SPREAD,2026-07-22 10:39:00,2026-07-23 12:30:00,1 days 01:51:00,162,24200.0 / 24300.0,1,25.3,100.0,Target Hit (50% Premium Decay),13.0,13.0
NIFTY,CE_SPREAD,2026-07-22 11:03:00,2026-07-23 12:30:00,1 days 01:27:00,154,24200.0 / 24300.0,1,26.3,100.0,Target Hit (50% Premium Decay),14.0,14.0
NIFTY,CE_SPREAD,2026-07-22 11:36:00,2026-07-23 12:21:00,1 days 00:45:00,140,24250.0 / 24350.0,1,23.25,100.0,Target Hit (50% Premium Decay),11.95,11.95
NIFTY,CE_SPREAD,2026-07-22 11:51:00,2026-07-23 12:30:00,1 days 00:39:00,138,24200.0 / 24300.0,1,27.3,100.0,Target Hit (50% Premium Decay),15.0,15.0
NIFTY,CE_SPREAD,2026-07-22 12:39:00,2026-07-23 12:42:00,1 days 00:03:00,126,24150.0 / 24250.0,1,26.7,100.0,Target Hit (50% Premium Decay),13.7,13.7
NIFTY,CE_SPREAD,2026-07-22 12:54:00,2026-07-23 12:30:00,0 days 23:36:00,117,24200.0 / 24300.0,1,25.6,100.0,Target Hit (50% Premium Decay),13.3,13.3
NIFTY,CE_SPREAD,2026-07-22 13:00:00,2026-07-23 12:39:00,0 days 23:39:00,118,24200.0 / 24300.0,1,23.55,100.0,Target Hit (50% Premium Decay),11.95,11.95
NIFTY,CE_SPREAD,2026-07-22 13:03:00,2026-07-23 12:42:00,0 days 23:39:00,118,24150.0 / 24250.0,1,27.4,100.0,Target Hit (50% Premium Decay),14.4,14.4
NIFTY,CE_SPREAD,2026-07-22 13:12:00,2026-07-23 12:42:00,0 days 23:30:00,115,24150.0 / 24250.0,1,27.35,100.0,Target Hit (50% Premium Decay),14.35,14.35
NIFTY,CE_SPREAD,2026-07-22 13:48:00,2026-07-23 12:39:00,0 days 22:51:00,102,24150.0 / 24250.0,1,27.95,100.0,Target Hit (50% Premium Decay),14.0,14.0
NIFTY,CE_SPREAD,2026-07-22 13:51:00,2026-07-23 12:42:00,0 days 22:51:00,102,24150.0 / 24250.0,1,27.85,100.0,Target Hit (50% Premium Decay),14.85,14.85
NIFTY,CE_SPREAD,2026-07-22 14:12:00,2026-07-23 12:42:00,0 days 22:30:00,95,24150.0 / 24250.0,1,26.6,100.0,Target Hit (50% Premium Decay),13.6,13.6
NIFTY,CE_SPREAD,2026-07-22 14:30:00,2026-07-23 13:03:00,0 days 22:33:00,96,24150.0 / 24250.0,1,25.8,100.0,Target Hit (50% Premium Decay),13.2,13.2
NIFTY,CE_SPREAD,2026-07-22 14:57:00,2026-07-23 12:42:00,0 days 21:45:00,80,24150.0 / 24250.0,1,26.7,100.0,Target Hit (50% Premium Decay),13.7,13.7
NIFTY,CE_SPREAD,2026-07-22 15:00:00,2026-07-23 12:42:00,0 days 21:42:00,79,24150.0 / 24250.0,1,27.0,100.0,Target Hit (50% Premium Decay),14.0,14.0
NIFTY,CE_SPREAD,2026-07-22 15:24:00,2026-07-23 12:39:00,0 days 21:15:00,70,24200.0 / 24300.0,1,23.9,100.0,Target Hit (50% Premium Decay),12.3,12.3
NIFTY,CE_SPREAD,2026-07-22 15:27:00,2026-07-23 12:39:00,0 days 21:12:00,69,24200.0 / 24300.0,1,23.2,100.0,Target Hit (50% Premium Decay),11.6,11.6
NIFTY,CE_SPREAD,2026-07-23 09:15:00,2026-07-24 09:15:00,1 days 00:00:00,125,24100.0 / 24200.0,1,22.45,100.0,Target Hit (50% Premium Decay),13.15,13.15
NIFTY,CE_SPREAD,2026-07-23 09:48:00,2026-07-24 09:15:00,0 days 23:27:00,114,24100.0 / 24200.0,1,24.1,100.0,Target Hit (50% Premium Decay),14.8,14.8
NIFTY,CE_SPREAD,2026-07-23 10:12:00,2026-07-23 14:42:00,0 days 04:30:00,90,24150.0 / 24250.0,1,23.45,100.0,Target Hit (50% Premium Decay),11.8,11.8
NIFTY,CE_SPREAD,2026-07-23 10:21:00,2026-07-23 14:48:00,0 days 04:27:00,89,24150.0 / 24250.0,1,22.55,100.0,Target Hit (50% Premium Decay),11.4,11.4
NIFTY,CE_SPREAD,2026-07-23 10:33:00,2026-07-23 13:15:00,0 days 02:42:00,54,24150.0 / 24250.0,1,23.8,100.0,Target Hit (50% Premium Decay),12.0,12.0
NIFTY,CE_SPREAD,2026-07-23 11:09:00,2026-07-23 13:12:00,0 days 02:03:00,41,24150.0 / 24250.0,1,24.3,100.0,Target Hit (50% Premium Decay),12.2,12.2
NIFTY,CE_SPREAD,2026-07-23 11:15:00,2026-07-23 14:48:00,0 days 03:33:00,71,24150.0 / 24250.0,1,22.45,100.0,Target Hit (50% Premium Decay),11.3,11.3
NIFTY,CE_SPREAD,2026-07-23 11:42:00,2026-07-24 09:15:00,0 days 21:33:00,76,24100.0 / 24200.0,1,25.7,100.0,Target Hit (50% Premium Decay),16.4,16.4
NIFTY,CE_SPREAD,2026-07-23 11:54:00,2026-07-24 09:15:00,0 days 21:21:00,72,24100.0 / 24200.0,1,24.1,100.0,Target Hit (50% Premium Decay),14.8,14.8
NIFTY,CE_SPREAD,2026-07-23 12:12:00,2026-07-24 09:15:00,0 days 21:03:00,66,24100.0 / 24200.0,1,23.5,100.0,Target Hit (50% Premium Decay),14.2,14.2
NIFTY,CE_SPREAD,2026-07-23 12:15:00,2026-07-24 09:15:00,0 days 21:00:00,65,24100.0 / 24200.0,1,23.35,100.0,Target Hit (50% Premium Decay),14.05,14.05
NIFTY,CE_SPREAD,2026-07-23 13:30:00,2026-07-24 09:42:00,0 days 20:12:00,49,24000.0 / 24100.0,1,23.35,100.0,Target Hit (50% Premium Decay),12.1,12.1
NIFTY,CE_SPREAD,2026-07-24 10:27:00,2026-07-24 12:24:00,0 days 01:57:00,39,23800.0 / 23900.0,1,27.25,100.0,SL Hit (50% Premium Appreciation),-14.5,-14.5
NIFTY,CE_SPREAD,2026-07-24 10:33:00,2026-07-24 12:24:00,0 days 01:51:00,37,23800.0 / 23900.0,1,26.6,100.0,SL Hit (50% Premium Appreciation),-15.15,-15.15
NIFTY,CE_SPREAD,2026-07-24 10:54:00,2026-07-24 12:24:00,0 days 01:30:00,30,23850.0 / 23950.0,1,21.65,100.0,SL Hit (50% Premium Appreciation),-13.3,-13.3
NIFTY,CE_SPREAD,2026-07-24 11:06:00,2026-07-24 12:24:00,0 days 01:18:00,26,23800.0 / 23900.0,1,26.6,100.0,SL Hit (50% Premium Appreciation),-15.15,-15.15
NIFTY,CE_SPREAD,2026-07-24 11:12:00,2026-07-24 12:24:00,0 days 01:12:00,24,23800.0 / 23900.0,1,26.05,100.0,SL Hit (50% Premium Appreciation),-15.7,-15.7
NIFTY,CE_SPREAD,2026-07-24 12:00:00,2026-07-24 12:30:00,0 days 00:30:00,10,23850.0 / 23950.0,1,26.4,100.0,SL Hit (50% Premium Appreciation),-13.6,-13.6
NIFTY,PE_SPREAD,2026-07-27 09:39:00,2026-07-27 14:27:00,0 days 04:48:00,96,23900.0 / 23800.0,1,25.75,100.0,Target Hit (50% Premium Decay),13.0,13.0
NIFTY,PE_SPREAD,2026-07-27 10:15:00,2026-07-27 14:24:00,0 days 04:09:00,83,23900.0 / 23800.0,1,29.15,100.0,Target Hit (50% Premium Decay),16.0,16.0
NIFTY,PE_SPREAD,2026-07-27 11:03:00,2026-07-27 14:24:00,0 days 03:21:00,67,23900.0 / 23800.0,1,26.75,100.0,Target Hit (50% Premium Decay),13.6,13.6
NIFTY,PE_SPREAD,2026-07-27 11:15:00,2026-07-27 14:24:00,0 days 03:09:00,63,23900.0 / 23800.0,1,26.9,100.0,Target Hit (50% Premium Decay),13.75,13.75
NIFTY,PE_SPREAD,2026-07-27 11:21:00,2026-07-27 15:00:00,0 days 03:39:00,73,23900.0 / 23800.0,1,23.75,100.0,Target Hit (50% Premium Decay),12.0,12.0
NIFTY,PE_SPREAD,2026-07-27 11:27:00,2026-07-27 15:27:00,0 days 04:00:00,80,23950.0 / 23850.0,1,30.65,100.0,Target Hit (50% Premium Decay),15.5,15.5
NIFTY,PE_SPREAD,2026-07-27 11:33:00,2026-07-27 15:27:00,0 days 03:54:00,78,23950.0 / 23850.0,1,31.55,100.0,Target Hit (50% Premium Decay),16.4,16.4
NIFTY,PE_SPREAD,2026-07-27 11:45:00,2026-07-28 09:15:00,0 days 21:30:00,75,23950.0 / 23850.0,1,29.7,100.0,Target Hit (50% Premium Decay),16.8,16.8
NIFTY,PE_SPREAD,2026-07-27 12:18:00,2026-07-27 15:27:00,0 days 03:09:00,63,23950.0 / 23850.0,1,32.1,100.0,Target Hit (50% Premium Decay),16.95,16.95
NIFTY,PE_SPREAD,2026-07-27 12:48:00,2026-07-27 15:27:00,0 days 02:39:00,53,23950.0 / 23850.0,1,32.25,100.0,Target Hit (50% Premium Decay),17.1,17.1
NIFTY,PE_SPREAD,2026-07-27 12:57:00,2026-07-27 15:27:00,0 days 02:30:00,50,23950.0 / 23850.0,1,32.25,100.0,Target Hit (50% Premium Decay),17.1,17.1
NIFTY,PE_SPREAD,2026-07-27 13:06:00,2026-07-27 15:27:00,0 days 02:21:00,47,23950.0 / 23850.0,1,30.3,100.0,Target Hit (50% Premium Decay),15.15,15.15
NIFTY,PE_SPREAD,2026-07-27 13:18:00,2026-07-28 09:15:00,0 days 19:57:00,44,23950.0 / 23850.0,1,28.0,100.0,Target Hit (50% Premium Decay),15.1,15.1
NIFTY,PE_SPREAD,2026-07-27 13:27:00,2026-07-27 15:21:00,0 days 01:54:00,38,23950.0 / 23850.0,1,32.8,100.0,Target Hit (50% Premium Decay),16.6,16.6
NIFTY,PE_SPREAD,2026-07-27 13:54:00,2026-07-28 09:15:00,0 days 19:21:00,32,23950.0 / 23850.0,1,30.05,100.0,Target Hit (50% Premium Decay),17.15,17.15
NIFTY,PE_SPREAD,2026-07-27 14:00:00,2026-07-28 09:15:00,0 days 19:15:00,30,23950.0 / 23850.0,1,26.5,100.0,Target Hit (50% Premium Decay),13.6,13.6
NIFTY,PE_SPREAD,2026-07-27 14:03:00,2026-07-28 09:18:00,0 days 19:15:00,30,23950.0 / 23850.0,1,25.25,100.0,Target Hit (50% Premium Decay),14.8,14.8
NIFTY,PE_SPREAD,2026-07-27 14:06:00,2026-07-28 09:18:00,0 days 19:12:00,29,23950.0 / 23850.0,1,24.35,100.0,Target Hit (50% Premium Decay),13.9,13.9
NIFTY,PE_SPREAD,2026-07-27 14:12:00,2026-07-28 09:18:00,0 days 19:06:00,27,23950.0 / 23850.0,1,23.1,100.0,Target Hit (50% Premium Decay),12.65,12.65
NIFTY,PE_SPREAD,2026-07-27 14:24:00,2026-07-28 09:18:00,0 days 18:54:00,23,23950.0 / 23850.0,1,20.9,100.0,Target Hit (50% Premium Decay),10.45,10.45
NIFTY,PE_SPREAD,2026-07-27 14:27:00,2026-07-28 11:15:00,0 days 20:48:00,61,24000.0 / 23900.0,1,30.4,100.0,Target Hit (50% Premium Decay),15.85,15.85
NIFTY,PE_SPREAD,2026-07-27 14:54:00,2026-07-28 11:15:00,0 days 20:21:00,52,24000.0 / 23900.0,1,32.15,100.0,Target Hit (50% Premium Decay),17.6,17.6
NIFTY,PE_SPREAD,2026-07-27 14:57:00,2026-07-28 10:51:00,0 days 19:54:00,43,24000.0 / 23900.0,1,33.1,100.0,Target Hit (50% Premium Decay),16.65,16.65
NIFTY,PE_SPREAD,2026-07-27 15:03:00,2026-07-28 11:15:00,0 days 20:12:00,49,24000.0 / 23900.0,1,31.95,100.0,Target Hit (50% Premium Decay),17.4,17.4
NIFTY,PE_SPREAD,2026-07-27 15:12:00,2026-07-28 11:15:00,0 days 20:03:00,46,24000.0 / 23900.0,1,30.3,100.0,Target Hit (50% Premium Decay),15.75,15.75
NIFTY,PE_SPREAD,2026-07-28 09:15:00,2026-07-28 10:03:00,0 days 00:48:00,16,24000.0 / 23900.0,1,23.6,100.0,SL Hit (50% Premium Appreciation),-17.35,-17.35
NIFTY,PE_SPREAD,2026-07-28 09:18:00,2026-07-28 09:30:00,0 days 00:12:00,4,24000.0 / 23900.0,1,20.5,100.0,SL Hit (50% Premium Appreciation),-12.75,-12.75
NIFTY,PE_SPREAD,2026-07-28 10:18:00,2026-07-28 11:15:00,0 days 00:57:00,19,24000.0 / 23900.0,1,30.95,100.0,Target Hit (50% Premium Decay),16.4,16.4
NIFTY,PE_SPREAD,2026-07-28 10:27:00,2026-07-28 10:51:00,0 days 00:24:00,8,24000.0 / 23900.0,1,33.7,100.0,Target Hit (50% Premium Decay),17.25,17.25
NIFTY,PE_SPREAD,2026-07-28 10:33:00,2026-07-28 11:15:00,0 days 00:42:00,14,24000.0 / 23900.0,1,29.35,100.0,Target Hit (50% Premium Decay),14.8,14.8
NIFTY,PE_SPREAD,2026-07-28 11:15:00,2026-07-28 11:30:00,0 days 00:15:00,5,24000.0 / 23900.0,1,14.55,100.0,SL Hit (50% Premium Appreciation),-7.45,-7.45
NIFTY,PE_SPREAD,2026-07-28 11:18:00,2026-07-28 13:12:00,0 days 01:54:00,38,24050.0 / 23950.0,1,40.6,100.0,SL Hit (50% Premium Appreciation),-20.45,-20.45
NIFTY,PE_SPREAD,2026-07-28 11:39:00,2026-07-28 13:12:00,0 days 01:33:00,31,24000.0 / 23900.0,1,18.8,100.0,SL Hit (50% Premium Appreciation),-12.4,-12.4
NIFTY,PE_SPREAD,2026-07-28 11:45:00,2026-07-28 13:09:00,0 days 01:24:00,28,24050.0 / 23950.0,1,34.8,100.0,SL Hit (50% Premium Appreciation),-22.2,-22.2
NIFTY,PE_SPREAD,2026-07-28 12:06:00,2026-07-28 13:09:00,0 days 01:03:00,21,24050.0 / 23950.0,1,36.95,100.0,SL Hit (50% Premium Appreciation),-20.05,-20.05
NIFTY,PE_SPREAD,2026-07-28 12:24:00,2026-07-28 13:12:00,0 days 00:48:00,16,24050.0 / 23950.0,1,38.95,100.0,SL Hit (50% Premium Appreciation),-22.1,-22.1
NIFTY,PE_SPREAD,2026-07-28 12:30:00,2026-07-28 13:09:00,0 days 00:39:00,13,24050.0 / 23950.0,1,35.6,100.0,SL Hit (50% Premium Appreciation),-21.4,-21.4
NIFTY,PE_SPREAD,2026-07-28 12:39:00,2026-07-28 13:09:00,0 days 00:30:00,10,24050.0 / 23950.0,1,36.9,100.0,SL Hit (50% Premium Appreciation),-20.1,-20.1
NIFTY,PE_SPREAD,2026-07-29 10:36:00,2026-07-31 09:15:00,1 days 22:39:00,223,24200.0 / 24100.0,1,38.05,100.0,Target Hit (50% Premium Decay),20.05,20.05
NIFTY,PE_SPREAD,2026-07-29 10:57:00,2026-07-31 09:15:00,1 days 22:18:00,216,24200.0 / 24100.0,1,38.95,100.0,Target Hit (50% Premium Decay),20.95,20.95
NIFTY,PE_SPREAD,2026-07-29 11:03:00,2026-07-31 09:15:00,1 days 22:12:00,214,24200.0 / 24100.0,1,38.0,100.0,Target Hit (50% Premium Decay),20.0,20.0
NIFTY,PE_SPREAD,2026-07-29 11:06:00,2026-07-31 09:15:00,1 days 22:09:00,213,24200.0 / 24100.0,1,36.25,100.0,Target Hit (50% Premium Decay),18.25,18.25
NIFTY,PE_SPREAD,2026-07-29 11:24:00,2026-07-31 09:15:00,1 days 21:51:00,207,24200.0 / 24100.0,1,37.7,100.0,Target Hit (50% Premium Decay),19.7,19.7
NIFTY,PE_SPREAD,2026-07-29 11:48:00,2026-07-31 09:15:00,1 days 21:27:00,199,24200.0 / 24100.0,1,37.95,100.0,Target Hit (50% Premium Decay),19.95,19.95
NIFTY,PE_SPREAD,2026-07-29 11:51:00,2026-07-31 09:15:00,1 days 21:24:00,198,24200.0 / 24100.0,1,38.65,100.0,Target Hit (50% Premium Decay),20.65,20.65
NIFTY,PE_SPREAD,2026-07-29 11:57:00,2026-07-31 09:15:00,1 days 21:18:00,196,24200.0 / 24100.0,1,38.4,100.0,Target Hit (50% Premium Decay),20.4,20.4
NIFTY,PE_SPREAD,2026-07-29 12:03:00,2026-07-31 09:15:00,1 days 21:12:00,194,24200.0 / 24100.0,1,37.4,100.0,Target Hit (50% Premium Decay),19.4,19.4
NIFTY,PE_SPREAD,2026-07-29 12:09:00,2026-07-31 09:15:00,1 days 21:06:00,192,24200.0 / 24100.0,1,36.6,100.0,Target Hit (50% Premium Decay),18.6,18.6
NIFTY,PE_SPREAD,2026-07-29 12:33:00,2026-07-31 09:15:00,1 days 20:42:00,184,24200.0 / 24100.0,1,38.1,100.0,Target Hit (50% Premium Decay),20.1,20.1
NIFTY,PE_SPREAD,2026-07-29 12:54:00,2026-07-31 09:15:00,1 days 20:21:00,177,24200.0 / 24100.0,1,38.45,100.0,Target Hit (50% Premium Decay),20.45,20.45
NIFTY,PE_SPREAD,2026-07-29 13:33:00,2026-07-31 09:15:00,1 days 19:42:00,164,24200.0 / 24100.0,1,36.25,100.0,Target Hit (50% Premium Decay),18.25,18.25
NIFTY,PE_SPREAD,2026-07-29 13:51:00,2026-07-31 09:21:00,1 days 19:30:00,160,24200.0 / 24100.0,1,35.3,100.0,Target Hit (50% Premium Decay),17.9,17.9
NIFTY,PE_SPREAD,2026-07-29 13:54:00,2026-07-31 09:15:00,1 days 19:21:00,157,24200.0 / 24100.0,1,36.25,100.0,Target Hit (50% Premium Decay),18.25,18.25
NIFTY,PE_SPREAD,2026-07-29 14:03:00,2026-07-31 12:12:00,1 days 22:09:00,213,24250.0 / 24150.0,1,40.3,100.0,Target Hit (50% Premium Decay),21.5,21.5
NIFTY,PE_SPREAD,2026-07-29 14:30:00,2026-07-31 12:12:00,1 days 21:42:00,204,24250.0 / 24150.0,1,39.6,100.0,Target Hit (50% Premium Decay),20.8,20.8
NIFTY,PE_SPREAD,2026-07-29 14:48:00,2026-07-31 12:06:00,1 days 21:18:00,196,24250.0 / 24150.0,1,40.5,100.0,Target Hit (50% Premium Decay),20.3,20.3
NIFTY,PE_SPREAD,2026-07-29 14:54:00,2026-07-31 12:12:00,1 days 21:18:00,196,24250.0 / 24150.0,1,39.7,100.0,Target Hit (50% Premium Decay),20.9,20.9
NIFTY,PE_SPREAD,2026-07-29 14:57:00,2026-07-31 12:06:00,1 days 21:09:00,193,24250.0 / 24150.0,1,40.4,100.0,Target Hit (50% Premium Decay),20.2,20.2
NIFTY,PE_SPREAD,2026-07-30 09:18:00,2026-07-31 11:12:00,1 days 01:54:00,163,24200.0 / 24100.0,1,34.45,100.0,Target Hit (50% Premium Decay),17.6,17.6
NIFTY,PE_SPREAD,2026-07-30 09:33:00,2026-07-31 12:06:00,1 days 02:33:00,176,24250.0 / 24150.0,1,40.5,100.0,Target Hit (50% Premium Decay),20.3,20.3
NIFTY,PE_SPREAD,2026-07-30 09:48:00,2026-07-31 11:18:00,1 days 01:30:00,155,24200.0 / 24100.0,1,32.9,100.0,Target Hit (50% Premium Decay),16.95,16.95
NIFTY,PE_SPREAD,2026-07-30 10:24:00,2026-07-31 09:15:00,0 days 22:51:00,102,24200.0 / 24100.0,1,38.4,100.0,Target Hit (50% Premium Decay),20.4,20.4
NIFTY,PE_SPREAD,2026-07-30 10:45:00,2026-07-31 09:21:00,0 days 22:36:00,97,24200.0 / 24100.0,1,35.75,100.0,Target Hit (50% Premium Decay),18.35,18.35
NIFTY,PE_SPREAD,2026-07-30 11:06:00,2026-07-31 09:15:00,0 days 22:09:00,88,24200.0 / 24100.0,1,36.85,100.0,Target Hit (50% Premium Decay),18.85,18.85
NIFTY,PE_SPREAD,2026-07-30 11:12:00,2026-07-31 09:21:00,0 days 22:09:00,88,24200.0 / 24100.0,1,35.05,100.0,Target Hit (50% Premium Decay),17.65,17.65
NIFTY,PE_SPREAD,2026-07-30 11:27:00,2026-07-31 12:12:00,1 days 00:45:00,140,24250.0 / 24150.0,1,39.25,100.0,Target Hit (50% Premium Decay),20.45,20.45
