Symbol,Type,Entry Time,Exit Time,Duration,Bars in Trade,Strike Pair,Lot Size,Net Credit (₹),Capital Employed (₹),Exit Reason,PnL (₹),PnL (%)
NIFTY,CE_SPREAD,2026-07-22 14:30:00,2026-07-23 13:03:00,0 days 22:33:00,96,24150.0 / 24250.0,65,25.8,6500.0,Target Hit (50% Premium Decay),858.0,13.2
NIFTY,CE_SPREAD,2026-07-22 14:57:00,2026-07-23 12:42:00,0 days 21:45:00,80,24150.0 / 24250.0,65,26.7,6500.0,Target Hit (50% Premium Decay),890.5,13.7
NIFTY,CE_SPREAD,2026-07-22 15:00:00,2026-07-23 12:42:00,0 days 21:42:00,79,24150.0 / 24250.0,65,27.0,6500.0,Target Hit (50% Premium Decay),910.0,14.0
NIFTY,CE_SPREAD,2026-07-22 15:24:00,2026-07-23 12:39:00,0 days 21:15:00,70,24200.0 / 24300.0,65,23.9,6500.0,Target Hit (50% Premium Decay),799.5,12.3
NIFTY,CE_SPREAD,2026-07-22 15:27:00,2026-07-23 12:39:00,0 days 21:12:00,69,24200.0 / 24300.0,65,23.2,6500.0,Target Hit (50% Premium Decay),754.0,11.6
NIFTY,CE_SPREAD,2026-07-23 09:15:00,2026-07-24 09:15:00,1 days 00:00:00,125,24100.0 / 24200.0,65,22.45,6500.0,Target Hit (50% Premium Decay),854.75,13.15
NIFTY,CE_SPREAD,2026-07-23 09:48:00,2026-07-24 09:15:00,0 days 23:27:00,114,24100.0 / 24200.0,65,24.1,6500.0,Target Hit (50% Premium Decay),962.0,14.8
NIFTY,CE_SPREAD,2026-07-23 10:12:00,2026-07-23 14:42:00,0 days 04:30:00,90,24150.0 / 24250.0,65,23.45,6500.0,Target Hit (50% Premium Decay),767.0,11.8
NIFTY,CE_SPREAD,2026-07-23 10:21:00,2026-07-23 14:48:00,0 days 04:27:00,89,24150.0 / 24250.0,65,22.55,6500.0,Target Hit (50% Premium Decay),741.0,11.4
NIFTY,CE_SPREAD,2026-07-23 10:33:00,2026-07-23 13:15:00,0 days 02:42:00,54,24150.0 / 24250.0,65,23.8,6500.0,Target Hit (50% Premium Decay),780.0,12.0
NIFTY,CE_SPREAD,2026-07-23 11:09:00,2026-07-23 13:12:00,0 days 02:03:00,41,24150.0 / 24250.0,65,24.3,6500.0,Target Hit (50% Premium Decay),793.0,12.2
NIFTY,CE_SPREAD,2026-07-23 11:15:00,2026-07-23 14:48:00,0 days 03:33:00,71,24150.0 / 24250.0,65,22.45,6500.0,Target Hit (50% Premium Decay),734.5,11.3
NIFTY,CE_SPREAD,2026-07-23 11:42:00,2026-07-24 09:15:00,0 days 21:33:00,76,24100.0 / 24200.0,65,25.7,6500.0,Target Hit (50% Premium Decay),1066.0,16.4
NIFTY,CE_SPREAD,2026-07-23 11:54:00,2026-07-24 09:15:00,0 days 21:21:00,72,24100.0 / 24200.0,65,24.1,6500.0,Target Hit (50% Premium Decay),962.0,14.8
NIFTY,CE_SPREAD,2026-07-23 12:12:00,2026-07-24 09:15:00,0 days 21:03:00,66,24100.0 / 24200.0,65,23.5,6500.0,Target Hit (50% Premium Decay),923.0,14.2
NIFTY,CE_SPREAD,2026-07-23 12:15:00,2026-07-24 09:15:00,0 days 21:00:00,65,24100.0 / 24200.0,65,23.35,6500.0,Target Hit (50% Premium Decay),913.25,14.05
NIFTY,CE_SPREAD,2026-07-23 13:30:00,2026-07-24 09:42:00,0 days 20:12:00,49,24000.0 / 24100.0,65,23.35,6500.0,Target Hit (50% Premium Decay),786.5,12.1
NIFTY,CE_SPREAD,2026-07-24 10:27:00,2026-07-27 09:15:00,2 days 22:48:00,101,23800.0 / 23900.0,65,27.25,6500.0,SL Hit (100% Premium Appreciation),-2713.75,-41.75
NIFTY,CE_SPREAD,2026-07-24 10:33:00,2026-07-27 09:15:00,2 days 22:42:00,99,23800.0 / 23900.0,65,26.6,6500.0,SL Hit (100% Premium Appreciation),-2756.0,-42.4
NIFTY,CE_SPREAD,2026-07-24 10:54:00,2026-07-27 09:15:00,2 days 22:21:00,92,23850.0 / 23950.0,65,21.65,6500.0,SL Hit (100% Premium Appreciation),-2515.5,-38.7
NIFTY,CE_SPREAD,2026-07-24 11:06:00,2026-07-27 09:15:00,2 days 22:09:00,88,23800.0 / 23900.0,65,26.6,6500.0,SL Hit (100% Premium Appreciation),-2756.0,-42.4
NIFTY,CE_SPREAD,2026-07-24 11:12:00,2026-07-27 09:15:00,2 days 22:03:00,86,23800.0 / 23900.0,65,26.05,6500.0,SL Hit (100% Premium Appreciation),-2791.75,-42.95
NIFTY,CE_SPREAD,2026-07-24 12:00:00,2026-07-27 09:15:00,2 days 21:15:00,70,23850.0 / 23950.0,65,26.4,6500.0,SL Hit (100% Premium Appreciation),-2206.75,-33.95
NIFTY,PE_SPREAD,2026-07-27 09:39:00,2026-07-27 14:27:00,0 days 04:48:00,96,23900.0 / 23800.0,65,25.75,6500.0,Target Hit (50% Premium Decay),845.0,13.0
NIFTY,PE_SPREAD,2026-07-27 10:15:00,2026-07-27 14:24:00,0 days 04:09:00,83,23900.0 / 23800.0,65,29.15,6500.0,Target Hit (50% Premium Decay),1040.0,16.0
NIFTY,PE_SPREAD,2026-07-27 11:03:00,2026-07-27 14:24:00,0 days 03:21:00,67,23900.0 / 23800.0,65,26.75,6500.0,Target Hit (50% Premium Decay),884.0,13.6
NIFTY,PE_SPREAD,2026-07-27 11:15:00,2026-07-27 14:24:00,0 days 03:09:00,63,23900.0 / 23800.0,65,26.9,6500.0,Target Hit (50% Premium Decay),893.75,13.75
NIFTY,PE_SPREAD,2026-07-27 11:21:00,2026-07-27 15:00:00,0 days 03:39:00,73,23900.0 / 23800.0,65,23.75,6500.0,Target Hit (50% Premium Decay),780.0,12.0
NIFTY,PE_SPREAD,2026-07-27 11:27:00,2026-07-27 15:27:00,0 days 04:00:00,80,23950.0 / 23850.0,65,30.65,6500.0,Target Hit (50% Premium Decay),1007.5,15.5
NIFTY,PE_SPREAD,2026-07-27 11:33:00,2026-07-27 15:27:00,0 days 03:54:00,78,23950.0 / 23850.0,65,31.55,6500.0,Target Hit (50% Premium Decay),1066.0,16.4
NIFTY,PE_SPREAD,2026-07-27 11:45:00,2026-07-28 09:15:00,0 days 21:30:00,75,23950.0 / 23850.0,65,29.7,6500.0,Target Hit (50% Premium Decay),1092.0,16.8
NIFTY,PE_SPREAD,2026-07-27 12:18:00,2026-07-27 15:27:00,0 days 03:09:00,63,23950.0 / 23850.0,65,32.1,6500.0,Target Hit (50% Premium Decay),1101.75,16.95
NIFTY,PE_SPREAD,2026-07-27 12:48:00,2026-07-27 15:27:00,0 days 02:39:00,53,23950.0 / 23850.0,65,32.25,6500.0,Target Hit (50% Premium Decay),1111.5,17.1
NIFTY,PE_SPREAD,2026-07-27 12:57:00,2026-07-27 15:27:00,0 days 02:30:00,50,23950.0 / 23850.0,65,32.25,6500.0,Target Hit (50% Premium Decay),1111.5,17.1
NIFTY,PE_SPREAD,2026-07-27 13:06:00,2026-07-27 15:27:00,0 days 02:21:00,47,23950.0 / 23850.0,65,30.3,6500.0,Target Hit (50% Premium Decay),984.75,15.15
NIFTY,PE_SPREAD,2026-07-27 13:18:00,2026-07-28 09:15:00,0 days 19:57:00,44,23950.0 / 23850.0,65,28.0,6500.0,Target Hit (50% Premium Decay),981.5,15.1
NIFTY,PE_SPREAD,2026-07-27 13:27:00,2026-07-27 15:21:00,0 days 01:54:00,38,23950.0 / 23850.0,65,32.8,6500.0,Target Hit (50% Premium Decay),1079.0,16.6
NIFTY,PE_SPREAD,2026-07-27 13:54:00,2026-07-28 09:15:00,0 days 19:21:00,32,23950.0 / 23850.0,65,30.05,6500.0,Target Hit (50% Premium Decay),1114.75,17.15
NIFTY,PE_SPREAD,2026-07-27 14:00:00,2026-07-28 09:15:00,0 days 19:15:00,30,23950.0 / 23850.0,65,26.5,6500.0,Target Hit (50% Premium Decay),884.0,13.6
NIFTY,PE_SPREAD,2026-07-27 14:03:00,2026-07-28 09:18:00,0 days 19:15:00,30,23950.0 / 23850.0,65,25.25,6500.0,Target Hit (50% Premium Decay),962.0,14.8
NIFTY,PE_SPREAD,2026-07-27 14:06:00,2026-07-28 09:18:00,0 days 19:12:00,29,23950.0 / 23850.0,65,24.35,6500.0,Target Hit (50% Premium Decay),903.5,13.9
NIFTY,PE_SPREAD,2026-07-27 14:12:00,2026-07-28 09:18:00,0 days 19:06:00,27,23950.0 / 23850.0,65,23.1,6500.0,Target Hit (50% Premium Decay),822.25,12.65
NIFTY,PE_SPREAD,2026-07-27 14:24:00,2026-07-28 09:18:00,0 days 18:54:00,23,23950.0 / 23850.0,65,20.9,6500.0,Target Hit (50% Premium Decay),679.25,10.45
NIFTY,PE_SPREAD,2026-07-27 14:27:00,2026-07-28 11:15:00,0 days 20:48:00,61,24000.0 / 23900.0,65,30.4,6500.0,Target Hit (50% Premium Decay),1030.25,15.85
NIFTY,PE_SPREAD,2026-07-27 14:54:00,2026-07-28 11:15:00,0 days 20:21:00,52,24000.0 / 23900.0,65,32.15,6500.0,Target Hit (50% Premium Decay),1144.0,17.6
NIFTY,PE_SPREAD,2026-07-27 14:57:00,2026-07-28 10:51:00,0 days 19:54:00,43,24000.0 / 23900.0,65,33.1,6500.0,Target Hit (50% Premium Decay),1082.25,16.65
NIFTY,PE_SPREAD,2026-07-27 15:03:00,2026-07-28 11:15:00,0 days 20:12:00,49,24000.0 / 23900.0,65,31.95,6500.0,Target Hit (50% Premium Decay),1131.0,17.4
NIFTY,PE_SPREAD,2026-07-27 15:12:00,2026-07-28 11:15:00,0 days 20:03:00,46,24000.0 / 23900.0,65,30.3,6500.0,Target Hit (50% Premium Decay),1023.75,15.75
NIFTY,PE_SPREAD,2026-07-28 09:15:00,2026-07-28 15:21:00,0 days 06:06:00,122,24000.0 / 23900.0,65,23.6,6500.0,Target Hit (50% Premium Decay),968.5,14.9
NIFTY,PE_SPREAD,2026-07-28 09:18:00,2026-07-28 10:09:00,0 days 00:51:00,17,24000.0 / 23900.0,65,20.5,6500.0,SL Hit (100% Premium Appreciation),-1384.5,-21.3
NIFTY,PE_SPREAD,2026-07-28 10:18:00,2026-07-28 11:15:00,0 days 00:57:00,19,24000.0 / 23900.0,65,30.95,6500.0,Target Hit (50% Premium Decay),1066.0,16.4
NIFTY,PE_SPREAD,2026-07-28 10:27:00,2026-07-28 10:51:00,0 days 00:24:00,8,24000.0 / 23900.0,65,33.7,6500.0,Target Hit (50% Premium Decay),1121.25,17.25
NIFTY,PE_SPREAD,2026-07-28 10:33:00,2026-07-28 11:15:00,0 days 00:42:00,14,24000.0 / 23900.0,65,29.35,6500.0,Target Hit (50% Premium Decay),962.0,14.8
NIFTY,PE_SPREAD,2026-07-28 11:18:00,2026-07-28 15:00:00,0 days 03:42:00,74,24050.0 / 23950.0,65,40.6,6500.0,SL Hit (100% Premium Appreciation),-3081.0,-47.4
NIFTY,PE_SPREAD,2026-07-28 11:39:00,2026-07-28 15:00:00,0 days 03:21:00,67,24000.0 / 23900.0,65,18.8,6500.0,SL Hit (100% Premium Appreciation),-1534.0,-23.6
NIFTY,PE_SPREAD,2026-07-28 11:45:00,2026-07-28 15:00:00,0 days 03:15:00,65,24050.0 / 23950.0,65,34.8,6500.0,SL Hit (100% Premium Appreciation),-3458.0,-53.2
NIFTY,PE_SPREAD,2026-07-28 12:06:00,2026-07-28 15:00:00,0 days 02:54:00,58,24050.0 / 23950.0,65,36.95,6500.0,SL Hit (100% Premium Appreciation),-3318.25,-51.05
NIFTY,PE_SPREAD,2026-07-28 12:24:00,2026-07-28 15:00:00,0 days 02:36:00,52,24050.0 / 23950.0,65,38.95,6500.0,SL Hit (100% Premium Appreciation),-3188.25,-49.05
NIFTY,PE_SPREAD,2026-07-28 12:30:00,2026-07-28 15:00:00,0 days 02:30:00,50,24050.0 / 23950.0,65,35.6,6500.0,SL Hit (100% Premium Appreciation),-3406.0,-52.4
NIFTY,PE_SPREAD,2026-07-28 12:39:00,2026-07-28 15:00:00,0 days 02:21:00,47,24050.0 / 23950.0,65,36.9,6500.0,SL Hit (100% Premium Appreciation),-3321.5,-51.1
NIFTY,PE_SPREAD,2026-07-29 10:36:00,2026-07-31 09:15:00,1 days 22:39:00,223,24200.0 / 24100.0,65,38.05,6500.0,Target Hit (50% Premium Decay),1303.25,20.05
NIFTY,PE_SPREAD,2026-07-29 10:57:00,2026-07-31 09:15:00,1 days 22:18:00,216,24200.0 / 24100.0,65,38.95,6500.0,Target Hit (50% Premium Decay),1361.75,20.95
NIFTY,PE_SPREAD,2026-07-29 11:03:00,2026-07-31 09:15:00,1 days 22:12:00,214,24200.0 / 24100.0,65,38.0,6500.0,Target Hit (50% Premium Decay),1300.0,20.0
NIFTY,PE_SPREAD,2026-07-29 11:06:00,2026-07-31 09:15:00,1 days 22:09:00,213,24200.0 / 24100.0,65,36.25,6500.0,Target Hit (50% Premium Decay),1186.25,18.25
NIFTY,PE_SPREAD,2026-07-29 11:24:00,2026-07-31 09:15:00,1 days 21:51:00,207,24200.0 / 24100.0,65,37.7,6500.0,Target Hit (50% Premium Decay),1280.5,19.7
NIFTY,PE_SPREAD,2026-07-29 11:48:00,2026-07-31 09:15:00,1 days 21:27:00,199,24200.0 / 24100.0,65,37.95,6500.0,Target Hit (50% Premium Decay),1296.75,19.95
NIFTY,PE_SPREAD,2026-07-29 11:51:00,2026-07-31 09:15:00,1 days 21:24:00,198,24200.0 / 24100.0,65,38.65,6500.0,Target Hit (50% Premium Decay),1342.25,20.65
NIFTY,PE_SPREAD,2026-07-29 11:57:00,2026-07-31 09:15:00,1 days 21:18:00,196,24200.0 / 24100.0,65,38.4,6500.0,Target Hit (50% Premium Decay),1326.0,20.4
NIFTY,PE_SPREAD,2026-07-29 12:03:00,2026-07-31 09:15:00,1 days 21:12:00,194,24200.0 / 24100.0,65,37.4,6500.0,Target Hit (50% Premium Decay),1261.0,19.4
NIFTY,PE_SPREAD,2026-07-29 12:09:00,2026-07-31 09:15:00,1 days 21:06:00,192,24200.0 / 24100.0,65,36.6,6500.0,Target Hit (50% Premium Decay),1209.0,18.6
NIFTY,PE_SPREAD,2026-07-29 12:33:00,2026-07-31 09:15:00,1 days 20:42:00,184,24200.0 / 24100.0,65,38.1,6500.0,Target Hit (50% Premium Decay),1306.5,20.1
NIFTY,PE_SPREAD,2026-07-29 12:54:00,2026-07-31 09:15:00,1 days 20:21:00,177,24200.0 / 24100.0,65,38.45,6500.0,Target Hit (50% Premium Decay),1329.25,20.45
NIFTY,PE_SPREAD,2026-07-29 13:33:00,2026-07-31 09:15:00,1 days 19:42:00,164,24200.0 / 24100.0,65,36.25,6500.0,Target Hit (50% Premium Decay),1186.25,18.25
NIFTY,PE_SPREAD,2026-07-29 13:51:00,2026-07-31 09:21:00,1 days 19:30:00,160,24200.0 / 24100.0,65,35.3,6500.0,Target Hit (50% Premium Decay),1163.5,17.9
NIFTY,PE_SPREAD,2026-07-29 13:54:00,2026-07-31 09:15:00,1 days 19:21:00,157,24200.0 / 24100.0,65,36.25,6500.0,Target Hit (50% Premium Decay),1186.25,18.25
NIFTY,PE_SPREAD,2026-07-29 14:03:00,2026-07-31 12:12:00,1 days 22:09:00,213,24250.0 / 24150.0,65,40.3,6500.0,Target Hit (50% Premium Decay),1397.5,21.5
NIFTY,PE_SPREAD,2026-07-29 14:30:00,2026-07-31 12:12:00,1 days 21:42:00,204,24250.0 / 24150.0,65,39.6,6500.0,Target Hit (50% Premium Decay),1352.0,20.8
NIFTY,PE_SPREAD,2026-07-29 14:48:00,2026-07-31 12:06:00,1 days 21:18:00,196,24250.0 / 24150.0,65,40.5,6500.0,Target Hit (50% Premium Decay),1319.5,20.3
NIFTY,PE_SPREAD,2026-07-29 14:54:00,2026-07-31 12:12:00,1 days 21:18:00,196,24250.0 / 24150.0,65,39.7,6500.0,Target Hit (50% Premium Decay),1358.5,20.9
NIFTY,PE_SPREAD,2026-07-29 14:57:00,2026-07-31 12:06:00,1 days 21:09:00,193,24250.0 / 24150.0,65,40.4,6500.0,Target Hit (50% Premium Decay),1313.0,20.2
NIFTY,PE_SPREAD,2026-07-30 09:18:00,2026-07-31 11:12:00,1 days 01:54:00,163,24200.0 / 24100.0,65,34.45,6500.0,Target Hit (50% Premium Decay),1144.0,17.6
NIFTY,PE_SPREAD,2026-07-30 09:33:00,2026-07-31 12:06:00,1 days 02:33:00,176,24250.0 / 24150.0,65,40.5,6500.0,Target Hit (50% Premium Decay),1319.5,20.3
NIFTY,PE_SPREAD,2026-07-30 09:48:00,2026-07-31 11:18:00,1 days 01:30:00,155,24200.0 / 24100.0,65,32.9,6500.0,Target Hit (50% Premium Decay),1101.75,16.95
NIFTY,PE_SPREAD,2026-07-30 10:24:00,2026-07-31 09:15:00,0 days 22:51:00,102,24200.0 / 24100.0,65,38.4,6500.0,Target Hit (50% Premium Decay),1326.0,20.4
NIFTY,PE_SPREAD,2026-07-30 10:45:00,2026-07-31 09:21:00,0 days 22:36:00,97,24200.0 / 24100.0,65,35.75,6500.0,Target Hit (50% Premium Decay),1192.75,18.35
NIFTY,PE_SPREAD,2026-07-30 11:06:00,2026-07-31 09:15:00,0 days 22:09:00,88,24200.0 / 24100.0,65,36.85,6500.0,Target Hit (50% Premium Decay),1225.25,18.85
NIFTY,PE_SPREAD,2026-07-30 11:12:00,2026-07-31 09:21:00,0 days 22:09:00,88,24200.0 / 24100.0,65,35.05,6500.0,Target Hit (50% Premium Decay),1147.25,17.65
NIFTY,PE_SPREAD,2026-07-30 11:27:00,2026-07-31 12:12:00,1 days 00:45:00,140,24250.0 / 24150.0,65,39.25,6500.0,Target Hit (50% Premium Decay),1329.25,20.45
NIFTY,PE_SPREAD,2026-07-30 12:33:00,2026-08-03 09:15:00,3 days 20:42:00,184,24250.0 / 24150.0,65,30.05,6500.0,Target Hit (50% Premium Decay),1764.75,27.15
NIFTY,PE_SPREAD,2026-07-30 13:09:00,2026-07-31 12:27:00,0 days 23:18:00,111,24250.0 / 24150.0,65,37.4,6500.0,Target Hit (50% Premium Decay),1225.25,18.85
NIFTY,PE_SPREAD,2026-07-30 13:21:00,2026-07-31 12:33:00,0 days 23:12:00,109,24250.0 / 24150.0,65,35.85,6500.0,Target Hit (50% Premium Decay),1166.75,17.95
NIFTY,PE_SPREAD,2026-07-30 13:24:00,2026-07-31 12:33:00,0 days 23:09:00,108,24250.0 / 24150.0,65,36.9,6500.0,Target Hit (50% Premium Decay),1235.0,19.0
NIFTY,PE_SPREAD,2026-07-30 13:33:00,2026-07-31 12:33:00,0 days 23:00:00,105,24250.0 / 24150.0,65,36.9,6500.0,Target Hit (50% Premium Decay),1235.0,19.0
NIFTY,PE_SPREAD,2026-07-30 13:39:00,2026-07-31 12:42:00,0 days 23:03:00,106,24250.0 / 24150.0,65,34.1,6500.0,Target Hit (50% Premium Decay),1124.5,17.3
NIFTY,PE_SPREAD,2026-07-30 14:48:00,2026-07-31 12:36:00,0 days 21:48:00,81,24250.0 / 24150.0,65,35.5,6500.0,Target Hit (50% Premium Decay),1166.75,17.95
NIFTY,PE_SPREAD,2026-07-30 15:18:00,2026-07-31 12:39:00,0 days 21:21:00,72,24250.0 / 24150.0,65,34.85,6500.0,Target Hit (50% Premium Decay),1134.25,17.45
NIFTY,PE_SPREAD,2026-07-31 09:45:00,2026-08-03 09:15:00,2 days 23:30:00,115,24300.0 / 24200.0,65,29.75,6500.0,Target Hit (50% Premium Decay),1654.25,25.45
NIFTY,PE_SPREAD,2026-07-31 10:12:00,2026-08-03 09:15:00,2 days 23:03:00,106,24300.0 / 24200.0,65,31.8,6500.0,Target Hit (50% Premium Decay),1787.5,27.5
NIFTY,PE_SPREAD,2026-07-31 10:15:00,2026-08-03 09:15:00,2 days 23:00:00,105,24300.0 / 24200.0,65,32.25,6500.0,Target Hit (50% Premium Decay),1816.75,27.95
NIFTY,PE_SPREAD,2026-07-31 10:39:00,2026-08-03 09:15:00,2 days 22:36:00,97,24300.0 / 24200.0,65,29.8,6500.0,Target Hit (50% Premium Decay),1657.5,25.5
NIFTY,PE_SPREAD,2026-07-31 11:00:00,2026-08-03 09:15:00,2 days 22:15:00,90,24300.0 / 24200.0,65,29.65,6500.0,Target Hit (50% Premium Decay),1647.75,25.35
NIFTY,PE_SPREAD,2026-07-31 11:15:00,2026-08-03 09:15:00,2 days 22:00:00,85,24300.0 / 24200.0,65,28.85,6500.0,Target Hit (50% Premium Decay),1595.75,24.55
NIFTY,PE_SPREAD,2026-07-31 11:45:00,2026-08-03 09:15:00,2 days 21:30:00,75,24350.0 / 24250.0,65,36.1,6500.0,Target Hit (50% Premium Decay),1917.5,29.5
NIFTY,PE_SPREAD,2026-07-31 11:51:00,2026-08-03 09:15:00,2 days 21:24:00,73,24350.0 / 24250.0,65,35.85,6500.0,Target Hit (50% Premium Decay),1901.25,29.25
NIFTY,PE_SPREAD,2026-07-31 11:57:00,2026-08-03 09:15:00,2 days 21:18:00,71,24350.0 / 24250.0,65,35.15,6500.0,Target Hit (50% Premium Decay),1855.75,28.55
NIFTY,PE_SPREAD,2026-07-31 12:09:00,2026-08-03 09:15:00,2 days 21:06:00,67,24350.0 / 24250.0,65,35.2,6500.0,Target Hit (50% Premium Decay),1859.0,28.6
NIFTY,PE_SPREAD,2026-07-31 12:24:00,2026-08-03 09:15:00,2 days 20:51:00,62,24350.0 / 24250.0,65,33.15,6500.0,Target Hit (50% Premium Decay),1725.75,26.55
NIFTY,PE_SPREAD,2026-07-31 12:36:00,2026-08-03 09:15:00,2 days 20:39:00,58,24350.0 / 24250.0,65,31.4,6500.0,Target Hit (50% Premium Decay),1612.0,24.8
NIFTY,PE_SPREAD,2026-07-31 13:06:00,2026-08-03 09:15:00,2 days 20:09:00,48,24400.0 / 24300.0,65,36.0,6500.0,Target Hit (50% Premium Decay),1670.5,25.7
NIFTY,PE_SPREAD,2026-07-31 13:24:00,2026-08-03 09:15:00,2 days 19:51:00,42,24400.0 / 24300.0,65,35.75,6500.0,Target Hit (50% Premium Decay),1654.25,25.45
