Symbol,Contract,Type,Entry Time,Exit Time,Duration,Bars in Trade,Strike Pair,Lot Size,Net Credit (₹),Capital Employed (₹),Exit Reason,PnL (₹),PnL (%)
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-08 09:54:00,2025-09-08 12:39:00,0 days 02:45:00,55,24800.0 / 24700.0,75,29.15,7500.0,Target Hit (50% Premium Decay),1102.5,14.7
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-08 09:57:00,2025-09-08 12:39:00,0 days 02:42:00,54,24800.0 / 24700.0,75,30.2,7500.0,Target Hit (50% Premium Decay),1181.25,15.75
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-08 10:00:00,2025-09-08 14:30:00,0 days 04:30:00,90,24800.0 / 24700.0,75,26.6,7500.0,Target Hit (50% Premium Decay),1072.5,14.3
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-08 12:54:00,2025-09-08 14:48:00,0 days 01:54:00,38,24850.0 / 24750.0,75,26.1,7500.0,SL Hit (40% Premium Appreciation),-783.75,-10.45
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-08 13:03:00,2025-09-08 14:51:00,0 days 01:48:00,36,24850.0 / 24750.0,75,26.25,7500.0,SL Hit (40% Premium Appreciation),-787.5,-10.5
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-10 10:12:00,2025-09-12 10:51:00,2 days 00:39:00,263,25000.0 / 24900.0,75,36.15,7500.0,Target Hit (50% Premium Decay),1380.0,18.4
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-10 10:15:00,2025-09-12 10:51:00,2 days 00:36:00,262,25000.0 / 24900.0,75,35.85,7500.0,Target Hit (50% Premium Decay),1357.5,18.1
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-10 10:18:00,2025-09-12 11:06:00,2 days 00:48:00,266,25000.0 / 24900.0,75,35.15,7500.0,Target Hit (50% Premium Decay),1368.75,18.25
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-12 11:00:00,2025-09-15 11:03:00,3 days 00:03:00,126,25100.0 / 25000.0,75,34.5,7500.0,Time Stop (Max 3 Days Hit),82.5,1.1
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-12 11:03:00,2025-09-15 11:06:00,3 days 00:03:00,126,25100.0 / 25000.0,75,33.05,7500.0,Time Stop (Max 3 Days Hit),-82.5,-1.1
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-12 11:06:00,2025-09-15 11:09:00,3 days 00:03:00,126,25100.0 / 25000.0,75,32.05,7500.0,Time Stop (Max 3 Days Hit),-240.0,-3.2
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-16 10:24:00,2025-09-17 09:21:00,0 days 22:57:00,104,25150.0 / 25050.0,75,32.5,7500.0,Target Hit (50% Premium Decay),1275.0,17.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-16 10:27:00,2025-09-17 09:21:00,0 days 22:54:00,103,25150.0 / 25050.0,75,32.5,7500.0,Target Hit (50% Premium Decay),1275.0,17.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-16 10:33:00,2025-09-17 09:21:00,0 days 22:48:00,101,25150.0 / 25050.0,75,32.6,7500.0,Target Hit (50% Premium Decay),1282.5,17.1
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-17 09:30:00,2025-09-18 09:15:00,0 days 23:45:00,120,25300.0 / 25200.0,75,32.0,7500.0,Target Hit (50% Premium Decay),1200.0,16.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-17 09:48:00,2025-09-18 09:21:00,0 days 23:33:00,116,25300.0 / 25200.0,75,29.75,7500.0,Target Hit (50% Premium Decay),1166.25,15.55
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-17 09:51:00,2025-09-18 09:21:00,0 days 23:30:00,115,25300.0 / 25200.0,75,30.3,7500.0,Target Hit (50% Premium Decay),1207.5,16.1
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-18 09:42:00,2025-09-18 13:00:00,0 days 03:18:00,66,25400.0 / 25300.0,75,26.3,7500.0,SL Hit (40% Premium Appreciation),-791.25,-10.55
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-18 09:54:00,2025-09-19 09:18:00,0 days 23:24:00,113,25400.0 / 25300.0,75,27.35,7500.0,SL Hit (40% Premium Appreciation),-896.25,-11.95
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-18 09:57:00,2025-09-19 09:15:00,0 days 23:18:00,111,25400.0 / 25300.0,75,27.2,7500.0,SL Hit (40% Premium Appreciation),-825.0,-11.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-09-19 09:15:00,2025-09-19 10:00:00,0 days 00:45:00,15,25400.0 / 25300.0,75,38.2,7500.0,SL Hit (40% Premium Appreciation),-1196.25,-15.95
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-19 09:57:00,2025-09-22 09:15:00,2 days 23:18:00,111,25350.0 / 25450.0,75,36.4,7500.0,Target Hit (50% Premium Decay),1736.25,23.15
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-19 10:18:00,2025-09-22 09:15:00,2 days 22:57:00,104,25300.0 / 25400.0,75,47.55,7500.0,Target Hit (50% Premium Decay),1860.0,24.8
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-19 10:24:00,2025-09-22 09:15:00,2 days 22:51:00,102,25350.0 / 25450.0,75,40.75,7500.0,Target Hit (50% Premium Decay),2062.5,27.5
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 09:33:00,2025-09-22 14:30:00,0 days 04:57:00,99,25300.0 / 25400.0,75,44.8,7500.0,Target Hit (50% Premium Decay),1698.75,22.65
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 09:36:00,2025-09-22 14:30:00,0 days 04:54:00,98,25300.0 / 25400.0,75,47.35,7500.0,Target Hit (50% Premium Decay),1890.0,25.2
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 09:39:00,2025-09-22 14:30:00,0 days 04:51:00,97,25300.0 / 25400.0,75,45.9,7500.0,Target Hit (50% Premium Decay),1781.25,23.75
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 14:57:00,2025-09-22 15:27:00,0 days 00:30:00,10,25200.0 / 25300.0,75,46.0,7500.0,Monday Pre-Expiry Auto Square-Off,187.5,2.5
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 15:00:00,2025-09-22 15:27:00,0 days 00:27:00,9,25200.0 / 25300.0,75,50.1,7500.0,Monday Pre-Expiry Auto Square-Off,495.0,6.6
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 15:03:00,2025-09-22 15:27:00,0 days 00:24:00,8,25200.0 / 25300.0,75,49.4,7500.0,Monday Pre-Expiry Auto Square-Off,442.5,5.9
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-22 15:27:00,2025-09-23 09:33:00,0 days 18:06:00,7,25200.0 / 25300.0,75,43.5,7500.0,Target Hit (50% Premium Decay),1646.25,21.95
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-23 09:15:00,2025-09-24 11:06:00,1 days 01:51:00,162,25200.0 / 25300.0,75,55.2,7500.0,Target Hit (50% Premium Decay),2133.75,28.45
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-23 09:18:00,2025-09-24 11:03:00,1 days 01:45:00,160,25200.0 / 25300.0,75,58.45,7500.0,Target Hit (50% Premium Decay),2268.75,30.25
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-23 10:00:00,2025-09-25 10:33:00,2 days 00:33:00,261,25150.0 / 25250.0,75,53.15,7500.0,Target Hit (50% Premium Decay),2043.75,27.25
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-24 11:03:00,2025-09-25 15:03:00,1 days 04:00:00,205,25050.0 / 25150.0,75,51.0,7500.0,Target Hit (50% Premium Decay),1927.5,25.7
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-24 11:18:00,2025-09-25 15:03:00,1 days 03:45:00,200,25050.0 / 25150.0,75,52.35,7500.0,Target Hit (50% Premium Decay),2028.75,27.05
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-25 10:33:00,2025-09-26 09:15:00,0 days 22:42:00,99,25050.0 / 25150.0,75,42.7,7500.0,Target Hit (50% Premium Decay),1972.5,26.3
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-25 15:21:00,2025-09-26 09:36:00,0 days 18:15:00,10,24900.0 / 25000.0,75,55.4,7500.0,Target Hit (50% Premium Decay),2261.25,30.15
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-26 09:15:00,2025-09-26 13:48:00,0 days 04:33:00,91,24800.0 / 24900.0,75,58.8,7500.0,Target Hit (50% Premium Decay),2403.75,32.05
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-26 09:48:00,2025-09-26 13:48:00,0 days 04:00:00,80,24800.0 / 24900.0,75,54.15,7500.0,Target Hit (50% Premium Decay),2055.0,27.4
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-26 09:51:00,2025-09-26 13:48:00,0 days 03:57:00,79,24800.0 / 24900.0,75,53.7,7500.0,Target Hit (50% Premium Decay),2021.25,26.95
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-26 13:48:00,2025-09-29 09:54:00,2 days 20:06:00,47,24700.0 / 24800.0,75,48.6,7500.0,SL Hit (40% Premium Appreciation),-1638.75,-21.85
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-26 13:51:00,2025-09-29 09:42:00,2 days 19:51:00,42,24700.0 / 24800.0,75,45.4,7500.0,SL Hit (40% Premium Appreciation),-1503.75,-20.05
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-26 14:33:00,2025-09-29 09:30:00,2 days 18:57:00,24,24650.0 / 24750.0,75,48.55,7500.0,SL Hit (40% Premium Appreciation),-1578.75,-21.05
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-29 12:00:00,2025-09-29 15:27:00,0 days 03:27:00,69,24650.0 / 24750.0,75,52.85,7500.0,Monday Pre-Expiry Auto Square-Off,401.25,5.35
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-29 12:09:00,2025-09-29 14:00:00,0 days 01:51:00,37,24650.0 / 24750.0,75,49.5,7500.0,SL Hit (40% Premium Appreciation),-1642.5,-21.9
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-29 12:18:00,2025-09-29 14:18:00,0 days 02:00:00,40,24650.0 / 24750.0,75,51.3,7500.0,SL Hit (40% Premium Appreciation),-1593.75,-21.25
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-29 15:03:00,2025-09-29 15:27:00,0 days 00:24:00,8,24650.0 / 24750.0,75,49.15,7500.0,Monday Pre-Expiry Auto Square-Off,123.75,1.65
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-30 09:36:00,2025-10-01 14:33:00,1 days 04:57:00,224,24650.0 / 24750.0,75,56.45,7500.0,SL Hit (40% Premium Appreciation),-1713.75,-22.85
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-30 09:45:00,2025-10-01 14:33:00,1 days 04:48:00,221,24650.0 / 24750.0,75,55.65,7500.0,SL Hit (40% Premium Appreciation),-1773.75,-23.65
NIFTY,NIFTY SPOT,CE_SPREAD,2025-09-30 09:51:00,2025-10-01 14:33:00,1 days 04:42:00,219,24650.0 / 24750.0,75,56.4,7500.0,SL Hit (40% Premium Appreciation),-1717.5,-22.9
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-01 14:45:00,2025-10-03 09:33:00,1 days 18:48:00,21,24850.0 / 24750.0,75,32.9,7500.0,SL Hit (40% Premium Appreciation),-1061.25,-14.15
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-01 14:57:00,2025-10-06 09:15:00,4 days 18:18:00,136,24850.0 / 24750.0,75,33.7,7500.0,Time Stop (Max 3 Days Hit),1308.75,17.45
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-01 15:00:00,2025-10-03 09:15:00,1 days 18:15:00,10,24850.0 / 24750.0,75,31.7,7500.0,SL Hit (40% Premium Appreciation),-1031.25,-13.75
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-03 12:03:00,2025-10-06 09:15:00,2 days 21:12:00,69,24800.0 / 24700.0,75,23.05,7500.0,Target Hit (50% Premium Decay),956.25,12.75
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-03 12:06:00,2025-10-06 09:39:00,2 days 21:33:00,76,24850.0 / 24750.0,75,31.65,7500.0,Target Hit (50% Premium Decay),1305.0,17.4
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 09:15:00,2025-10-06 10:36:00,0 days 01:21:00,27,24900.0 / 24800.0,75,25.6,7500.0,Target Hit (50% Premium Decay),975.0,13.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 09:24:00,2025-10-06 10:30:00,0 days 01:06:00,22,24950.0 / 24850.0,75,44.25,7500.0,Target Hit (50% Premium Decay),1747.5,23.3
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 09:57:00,2025-10-06 12:18:00,0 days 02:21:00,47,24950.0 / 24850.0,75,30.25,7500.0,Target Hit (50% Premium Decay),1177.5,15.7
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 10:33:00,2025-10-06 12:57:00,0 days 02:24:00,48,25000.0 / 24900.0,75,35.85,7500.0,Target Hit (50% Premium Decay),1383.75,18.45
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 10:45:00,2025-10-06 12:57:00,0 days 02:12:00,44,25000.0 / 24900.0,75,37.25,7500.0,Target Hit (50% Premium Decay),1488.75,19.85
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 13:21:00,2025-10-06 15:27:00,0 days 02:06:00,42,25050.0 / 24950.0,75,26.05,7500.0,Monday Pre-Expiry Auto Square-Off,566.25,7.55
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 13:24:00,2025-10-06 15:27:00,0 days 02:03:00,41,25050.0 / 24950.0,75,25.3,7500.0,Monday Pre-Expiry Auto Square-Off,510.0,6.8
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-06 13:27:00,2025-10-06 15:27:00,0 days 02:00:00,40,25050.0 / 24950.0,75,21.15,7500.0,Monday Pre-Expiry Auto Square-Off,198.75,2.65
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-07 09:21:00,2025-10-08 11:18:00,1 days 01:57:00,164,25100.0 / 25000.0,75,33.45,7500.0,SL Hit (40% Premium Appreciation),-1173.75,-15.65
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-07 09:24:00,2025-10-08 11:18:00,1 days 01:54:00,163,25100.0 / 25000.0,75,33.8,7500.0,SL Hit (40% Premium Appreciation),-1147.5,-15.3
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-07 09:30:00,2025-10-08 11:18:00,1 days 01:48:00,161,25100.0 / 25000.0,75,32.65,7500.0,SL Hit (40% Premium Appreciation),-1233.75,-16.45
NIFTY,NIFTY SPOT,CE_SPREAD,2025-10-08 11:30:00,2025-10-09 11:06:00,0 days 23:36:00,117,25050.0 / 25150.0,75,45.1,7500.0,SL Hit (40% Premium Appreciation),-1657.5,-22.1
NIFTY,NIFTY SPOT,CE_SPREAD,2025-10-08 11:39:00,2025-10-09 11:06:00,0 days 23:27:00,114,25050.0 / 25150.0,75,46.7,7500.0,SL Hit (40% Premium Appreciation),-1537.5,-20.5
NIFTY,NIFTY SPOT,CE_SPREAD,2025-10-08 11:42:00,2025-10-09 11:06:00,0 days 23:24:00,113,25050.0 / 25150.0,75,45.15,7500.0,SL Hit (40% Premium Appreciation),-1653.75,-22.05
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-10 09:18:00,2025-10-10 11:03:00,0 days 01:45:00,35,25200.0 / 25100.0,75,29.05,7500.0,Target Hit (50% Premium Decay),1136.25,15.15
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-10 09:45:00,2025-10-13 09:15:00,2 days 23:30:00,115,25250.0 / 25150.0,75,25.0,7500.0,SL Hit (40% Premium Appreciation),-1083.75,-14.45
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-10 10:03:00,2025-10-13 09:15:00,2 days 23:12:00,109,25250.0 / 25150.0,75,24.25,7500.0,SL Hit (40% Premium Appreciation),-1140.0,-15.2
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-10 11:12:00,2025-10-13 09:15:00,2 days 22:03:00,86,25300.0 / 25200.0,75,22.7,7500.0,SL Hit (40% Premium Appreciation),-2107.5,-28.1
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-13 14:42:00,2025-10-13 15:27:00,0 days 00:45:00,15,25250.0 / 25150.0,75,30.35,7500.0,Monday Pre-Expiry Auto Square-Off,-138.75,-1.85
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-13 14:45:00,2025-10-13 15:27:00,0 days 00:42:00,14,25250.0 / 25150.0,75,31.75,7500.0,Monday Pre-Expiry Auto Square-Off,-33.75,-0.45
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-13 14:48:00,2025-10-13 15:27:00,0 days 00:39:00,13,25250.0 / 25150.0,75,31.45,7500.0,Monday Pre-Expiry Auto Square-Off,-56.25,-0.75
NIFTY,NIFTY SPOT,CE_SPREAD,2025-10-14 10:27:00,2025-10-15 13:18:00,1 days 02:51:00,182,25200.0 / 25300.0,75,55.05,7500.0,SL Hit (40% Premium Appreciation),-1672.5,-22.3
NIFTY,NIFTY SPOT,CE_SPREAD,2025-10-14 10:30:00,2025-10-15 13:15:00,1 days 02:45:00,180,25200.0 / 25300.0,75,54.55,7500.0,SL Hit (40% Premium Appreciation),-1683.75,-22.45
NIFTY,NIFTY SPOT,CE_SPREAD,2025-10-14 11:57:00,2025-10-15 10:21:00,0 days 22:24:00,93,25150.0 / 25250.0,75,52.35,7500.0,SL Hit (40% Premium Appreciation),-1575.0,-21.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-15 10:51:00,2025-10-16 09:30:00,0 days 22:39:00,98,25300.0 / 25200.0,75,26.95,7500.0,Target Hit (50% Premium Decay),1012.5,13.5
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-15 13:15:00,2025-10-16 12:12:00,0 days 22:57:00,104,25350.0 / 25250.0,75,28.0,7500.0,Target Hit (50% Premium Decay),1110.0,14.8
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-15 13:18:00,2025-10-16 12:12:00,0 days 22:54:00,103,25350.0 / 25250.0,75,27.8,7500.0,Target Hit (50% Premium Decay),1095.0,14.6
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-16 09:45:00,2025-10-16 14:06:00,0 days 04:21:00,87,25450.0 / 25350.0,75,30.0,7500.0,Target Hit (50% Premium Decay),1162.5,15.5
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-16 12:12:00,2025-10-17 10:06:00,0 days 21:54:00,83,25450.0 / 25350.0,75,23.85,7500.0,Target Hit (50% Premium Decay),1035.0,13.8
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-16 12:15:00,2025-10-17 10:06:00,0 days 21:51:00,82,25500.0 / 25400.0,75,30.95,7500.0,Target Hit (50% Premium Decay),1293.75,17.25
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-16 14:15:00,2025-10-17 10:51:00,0 days 20:36:00,57,25550.0 / 25450.0,75,27.15,7500.0,Target Hit (50% Premium Decay),1050.0,14.0
NIFTY,NIFTY SPOT,PE_SPREAD,2025-10-17 11:48:00,2025-10-17 13:03:00,0 days 01:15:00,25,25750.0 / 25650.0,75,34.5,7500.0,SL Hit (40% Premium Appreciation),-1113.75,-14.85
