Symbol,Signal,Type,Entry Time,Exit Time,Bars in Trade,Strike Pair,Lot Size,Net Credit (₹),Capital Employed (₹),Exit Reason,PnL (₹),PnL (%)
SENSEX,Hidden Bear (LH/HH),CE_SPREAD,2026-07-31 10:35:00,2026-08-04 09:51:00,239,78200.0 / 78400.0,20,79.0,4000.0,SL Hit (100% Premium Appreciation),-1625.0,-40.62
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-07-31 10:50:00,2026-08-03 11:06:00,130,78300.0 / 78500.0,20,71.05,4000.0,SL Hit (100% Premium Appreciation),-1426.0,-35.65
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-07-31 13:40:00,2026-08-05 09:15:00,294,78500.0 / 78700.0,20,70.6,4000.0,SL Hit (100% Premium Appreciation),-1559.0,-38.98
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-03 10:40:00,2026-08-04 13:15:00,180,79000.0 / 79200.0,20,71.2,4000.0,Target Hit (50% Premium Decay),724.0,18.1
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-03 11:10:00,2026-08-04 13:12:00,169,79000.0 / 79200.0,20,73.7,4000.0,Target Hit (50% Premium Decay),758.0,18.95
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-03 12:10:00,2026-08-04 13:12:00,149,79000.0 / 79200.0,20,72.8,4000.0,Target Hit (50% Premium Decay),740.0,18.5
SENSEX,Hidden Bear (LH/HH),CE_SPREAD,2026-08-04 10:10:00,2026-08-04 13:27:00,65,79000.0 / 79200.0,20,69.6,4000.0,Target Hit (50% Premium Decay),716.0,17.9
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-04 12:50:00,2026-08-05 09:15:00,57,78700.0 / 78500.0,20,117.25,4000.0,Target Hit (50% Premium Decay),1293.0,32.32
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-04 13:50:00,2026-08-05 09:15:00,37,78600.0 / 78400.0,20,115.05,4000.0,Target Hit (50% Premium Decay),1438.0,35.95
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-05 11:20:00,2026-08-05 14:15:00,58,79100.0 / 79300.0,20,60.9,4000.0,Target Hit (50% Premium Decay),629.0,15.72
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-05 14:00:00,2026-08-06 15:15:00,154,78700.0 / 78500.0,20,117.35,4000.0,Target Hit (50% Premium Decay),1545.0,38.63
SENSEX,Hidden Bull (HL/LL),PE_SPREAD,2026-08-05 14:30:00,2026-08-06 14:09:00,122,78600.0 / 78400.0,20,109.8,4000.0,Target Hit (50% Premium Decay),1137.0,28.42
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-06 10:10:00,2026-08-06 15:21:00,103,79000.0 / 79200.0,20,67.6,4000.0,SL Hit (100% Premium Appreciation),-1408.0,-35.2
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-06 12:10:00,2026-08-06 15:27:00,65,79100.0 / 79300.0,20,68.5,4000.0,Target Hit (50% Premium Decay),1367.0,34.17
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-07 11:30:00,2026-08-12 11:42:00,386,78900.0 / 78700.0,20,104.4,4000.0,SL Hit (100% Premium Appreciation),-2096.0,-52.4
SENSEX,Hidden Bull (HL/LL),PE_SPREAD,2026-08-07 12:05:00,2026-08-12 11:45:00,375,78800.0 / 78600.0,20,103.25,4000.0,SL Hit (100% Premium Appreciation),-2135.0,-53.37
SENSEX,Hidden Bear (LH/HH),CE_SPREAD,2026-08-10 11:35:00,2026-08-11 09:45:00,92,78900.0 / 79100.0,20,80.1,4000.0,Target Hit (50% Premium Decay),839.0,20.98
SENSEX,Regular Bear (HH/LH),CE_SPREAD,2026-08-10 12:50:00,2026-08-11 09:45:00,67,78900.0 / 79100.0,20,81.1,4000.0,Target Hit (50% Premium Decay),859.0,21.47
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-11 10:30:00,2026-08-14 15:39:00,491,78500.0 / 78300.0,20,109.55,4000.0,Data Ended,-1803.0,-45.08
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-11 12:20:00,2026-08-14 15:39:00,454,78400.0 / 78200.0,20,109.5,4000.0,Data Ended,-1803.0,-45.07
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-12 10:30:00,2026-08-14 15:39:00,362,78200.0 / 78000.0,20,121.45,4000.0,Data Ended,34.0,0.85
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-12 12:30:00,2026-08-13 12:00:00,119,78000.0 / 77800.0,20,134.15,4000.0,Target Hit (50% Premium Decay),1362.0,34.05
SENSEX,Hidden Bull (HL/LL),PE_SPREAD,2026-08-12 13:00:00,2026-08-13 12:00:00,109,78000.0 / 77800.0,20,135.4,4000.0,Target Hit (50% Premium Decay),1387.0,34.68
SENSEX,Regular Bull (LL/HL),PE_SPREAD,2026-08-12 13:20:00,2026-08-13 12:00:00,102,78000.0 / 77800.0,20,132.4,4000.0,Target Hit (50% Premium Decay),1327.0,33.18
SENSEX,Hidden Bear (LH/HH),CE_SPREAD,2026-08-12 15:35:00,2026-08-13 09:15:00,2,78300.0 / 78500.0,20,46.55,4000.0,Target Hit (50% Premium Decay),520.0,13.0
