Symbol,Type,Entry Time,Exit Time,Duration,Bars in Trade,Strike Pair,Lot Size,Net Credit (₹),Capital Employed (₹),Exit Reason,PnL (₹),PnL (%)
NIFTY,CE_SPREAD,2026-07-22 13:51:00,2026-07-23 13:15:00,0 days 23:24:00,113,24050.0 / 24150.0,1,37.2,100.0,Target Hit (50% Premium Decay),18.6,18.6
NIFTY,CE_SPREAD,2026-07-22 14:12:00,2026-07-24 09:15:00,1 days 19:03:00,151,24050.0 / 24150.0,1,35.75,100.0,Target Hit (50% Premium Decay),23.55,23.55
NIFTY,CE_SPREAD,2026-07-22 14:30:00,2026-07-24 09:15:00,1 days 18:45:00,145,24050.0 / 24150.0,1,35.75,100.0,Target Hit (50% Premium Decay),23.55,23.55
NIFTY,CE_SPREAD,2026-07-22 14:57:00,2026-07-24 09:15:00,1 days 18:18:00,136,24050.0 / 24150.0,1,35.95,100.0,Target Hit (50% Premium Decay),23.75,23.75
NIFTY,CE_SPREAD,2026-07-22 15:00:00,2026-07-23 13:15:00,0 days 22:15:00,90,24050.0 / 24150.0,1,37.25,100.0,Target Hit (50% Premium Decay),18.65,18.65
NIFTY,CE_SPREAD,2026-07-22 15:24:00,2026-07-23 12:42:00,0 days 21:18:00,71,24100.0 / 24200.0,1,33.25,100.0,Target Hit (50% Premium Decay),17.1,17.1
NIFTY,CE_SPREAD,2026-07-22 15:27:00,2026-07-23 12:42:00,0 days 21:15:00,70,24100.0 / 24200.0,1,34.25,100.0,Target Hit (50% Premium Decay),18.1,18.1
NIFTY,CE_SPREAD,2026-07-23 09:15:00,2026-07-24 09:15:00,1 days 00:00:00,125,24000.0 / 24100.0,1,32.6,100.0,Target Hit (50% Premium Decay),17.2,17.2
NIFTY,CE_SPREAD,2026-07-23 09:48:00,2026-07-24 09:15:00,0 days 23:27:00,114,24000.0 / 24100.0,1,34.85,100.0,Target Hit (50% Premium Decay),19.45,19.45
NIFTY,CE_SPREAD,2026-07-23 10:12:00,2026-07-24 09:15:00,0 days 23:03:00,106,24050.0 / 24150.0,1,34.4,100.0,Target Hit (50% Premium Decay),22.2,22.2
NIFTY,CE_SPREAD,2026-07-23 10:21:00,2026-07-24 09:15:00,0 days 22:54:00,103,24050.0 / 24150.0,1,33.15,100.0,Target Hit (50% Premium Decay),20.95,20.95
NIFTY,CE_SPREAD,2026-07-23 10:33:00,2026-07-24 09:15:00,0 days 22:42:00,99,24050.0 / 24150.0,1,35.15,100.0,Target Hit (50% Premium Decay),22.95,22.95
NIFTY,CE_SPREAD,2026-07-23 11:09:00,2026-07-24 09:15:00,0 days 22:06:00,87,24050.0 / 24150.0,1,36.25,100.0,Target Hit (50% Premium Decay),24.05,24.05
NIFTY,CE_SPREAD,2026-07-23 11:15:00,2026-07-24 09:15:00,0 days 22:00:00,85,24050.0 / 24150.0,1,34.0,100.0,Target Hit (50% Premium Decay),21.8,21.8
NIFTY,CE_SPREAD,2026-07-23 11:42:00,2026-07-24 09:15:00,0 days 21:33:00,76,24000.0 / 24100.0,1,37.15,100.0,Target Hit (50% Premium Decay),21.75,21.75
NIFTY,CE_SPREAD,2026-07-23 11:54:00,2026-07-24 09:15:00,0 days 21:21:00,72,24000.0 / 24100.0,1,35.55,100.0,Target Hit (50% Premium Decay),20.15,20.15
NIFTY,CE_SPREAD,2026-07-23 12:12:00,2026-07-24 09:15:00,0 days 21:03:00,66,24000.0 / 24100.0,1,35.0,100.0,Target Hit (50% Premium Decay),19.6,19.6
NIFTY,CE_SPREAD,2026-07-23 12:15:00,2026-07-24 09:15:00,0 days 21:00:00,65,24000.0 / 24100.0,1,34.85,100.0,Target Hit (50% Premium Decay),19.45,19.45
NIFTY,CE_SPREAD,2026-07-23 13:30:00,2026-07-24 10:00:00,0 days 20:30:00,55,23900.0 / 24000.0,1,33.45,100.0,Target Hit (50% Premium Decay),16.8,16.8
NIFTY,CE_SPREAD,2026-07-24 10:27:00,2026-07-27 09:15:00,2 days 22:48:00,101,23700.0 / 23800.0,1,40.1,100.0,SL Hit (100% Premium Appreciation),-44.6,-44.6
NIFTY,CE_SPREAD,2026-07-24 10:33:00,2026-07-27 09:15:00,2 days 22:42:00,99,23700.0 / 23800.0,1,39.55,100.0,SL Hit (100% Premium Appreciation),-45.15,-45.15
NIFTY,CE_SPREAD,2026-07-24 10:54:00,2026-07-27 09:15:00,2 days 22:21:00,92,23750.0 / 23850.0,1,33.05,100.0,SL Hit (100% Premium Appreciation),-45.4,-45.4
NIFTY,CE_SPREAD,2026-07-24 11:06:00,2026-07-27 09:15:00,2 days 22:09:00,88,23700.0 / 23800.0,1,40.0,100.0,SL Hit (100% Premium Appreciation),-44.7,-44.7
NIFTY,CE_SPREAD,2026-07-24 11:12:00,2026-07-27 09:15:00,2 days 22:03:00,86,23700.0 / 23800.0,1,38.75,100.0,SL Hit (100% Premium Appreciation),-45.95,-45.95
NIFTY,CE_SPREAD,2026-07-24 12:00:00,2026-07-27 09:18:00,2 days 21:18:00,71,23750.0 / 23850.0,1,39.35,100.0,SL Hit (100% Premium Appreciation),-40.0,-40.0
NIFTY,PE_SPREAD,2026-07-27 09:39:00,2026-07-28 09:18:00,0 days 23:39:00,118,24000.0 / 23900.0,1,45.95,100.0,Target Hit (50% Premium Decay),25.45,25.45
NIFTY,PE_SPREAD,2026-07-27 10:15:00,2026-07-27 15:21:00,0 days 05:06:00,102,24000.0 / 23900.0,1,51.2,100.0,Target Hit (50% Premium Decay),25.6,25.6
NIFTY,PE_SPREAD,2026-07-27 11:03:00,2026-07-28 09:15:00,0 days 22:12:00,89,24000.0 / 23900.0,1,48.75,100.0,Target Hit (50% Premium Decay),25.15,25.15
NIFTY,PE_SPREAD,2026-07-27 11:15:00,2026-07-27 15:27:00,0 days 04:12:00,84,24000.0 / 23900.0,1,49.25,100.0,Target Hit (50% Premium Decay),24.8,24.8
NIFTY,PE_SPREAD,2026-07-27 11:21:00,2026-07-28 09:18:00,0 days 21:57:00,84,24000.0 / 23900.0,1,45.9,100.0,Target Hit (50% Premium Decay),25.4,25.4
NIFTY,PE_SPREAD,2026-07-27 11:27:00,2026-08-14 15:39:00,18 days 04:12:00,1870,24050.0 / 23950.0,1,54.6,100.0,Data Ended,-9.65,-9.65
NIFTY,PE_SPREAD,2026-07-27 11:33:00,2026-08-14 15:39:00,18 days 04:06:00,1868,24050.0 / 23950.0,1,55.45,100.0,Data Ended,-8.8,-8.8
NIFTY,PE_SPREAD,2026-07-27 11:45:00,2026-08-14 15:39:00,18 days 03:54:00,1864,24050.0 / 23950.0,1,53.45,100.0,Data Ended,-10.8,-10.8
NIFTY,PE_SPREAD,2026-07-27 12:18:00,2026-08-14 15:39:00,18 days 03:21:00,1853,24050.0 / 23950.0,1,57.15,100.0,Data Ended,-7.1,-7.1
NIFTY,PE_SPREAD,2026-07-27 12:48:00,2026-08-14 15:39:00,18 days 02:51:00,1843,24050.0 / 23950.0,1,58.45,100.0,Data Ended,-5.8,-5.8
NIFTY,PE_SPREAD,2026-07-27 12:57:00,2026-08-14 15:39:00,18 days 02:42:00,1840,24050.0 / 23950.0,1,58.85,100.0,Data Ended,-5.4,-5.4
NIFTY,PE_SPREAD,2026-07-27 13:06:00,2026-08-14 15:39:00,18 days 02:33:00,1837,24050.0 / 23950.0,1,56.75,100.0,Data Ended,-7.5,-7.5
NIFTY,PE_SPREAD,2026-07-27 13:18:00,2026-08-14 15:39:00,18 days 02:21:00,1833,24050.0 / 23950.0,1,54.1,100.0,Data Ended,-10.15,-10.15
NIFTY,PE_SPREAD,2026-07-27 13:27:00,2026-08-14 15:39:00,18 days 02:12:00,1830,24050.0 / 23950.0,1,59.75,100.0,Data Ended,-4.5,-4.5
NIFTY,PE_SPREAD,2026-07-27 13:54:00,2026-08-14 15:39:00,18 days 01:45:00,1821,24050.0 / 23950.0,1,56.9,100.0,Data Ended,-7.35,-7.35
NIFTY,PE_SPREAD,2026-07-27 14:00:00,2026-08-14 15:39:00,18 days 01:39:00,1819,24050.0 / 23950.0,1,52.55,100.0,Data Ended,-11.7,-11.7
NIFTY,PE_SPREAD,2026-07-27 14:03:00,2026-08-14 15:39:00,18 days 01:36:00,1818,24050.0 / 23950.0,1,50.9,100.0,Data Ended,-13.35,-13.35
NIFTY,PE_SPREAD,2026-07-27 14:06:00,2026-08-14 15:39:00,18 days 01:33:00,1817,24050.0 / 23950.0,1,49.25,100.0,Data Ended,-15.0,-15.0
NIFTY,PE_SPREAD,2026-07-27 14:12:00,2026-08-14 15:39:00,18 days 01:27:00,1815,24050.0 / 23950.0,1,47.05,100.0,Data Ended,-17.2,-17.2
NIFTY,PE_SPREAD,2026-07-27 14:24:00,2026-07-28 15:09:00,1 days 00:45:00,140,24050.0 / 23950.0,1,44.25,100.0,SL Hit (100% Premium Appreciation),-44.35,-44.35
NIFTY,PE_SPREAD,2026-07-27 14:27:00,2026-08-14 15:39:00,18 days 01:12:00,1810,24100.0 / 24000.0,1,57.05,100.0,Data Ended,-42.9,-42.9
NIFTY,PE_SPREAD,2026-07-27 14:54:00,2026-08-14 15:39:00,18 days 00:45:00,1801,24100.0 / 24000.0,1,59.1,100.0,Data Ended,-40.85,-40.85
NIFTY,PE_SPREAD,2026-07-27 14:57:00,2026-08-14 15:39:00,18 days 00:42:00,1800,24100.0 / 24000.0,1,60.1,100.0,Data Ended,-39.85,-39.85
NIFTY,PE_SPREAD,2026-07-27 15:03:00,2026-08-14 15:39:00,18 days 00:36:00,1798,24100.0 / 24000.0,1,60.05,100.0,Data Ended,-39.9,-39.9
NIFTY,PE_SPREAD,2026-07-27 15:12:00,2026-08-14 15:39:00,18 days 00:27:00,1795,24100.0 / 24000.0,1,58.0,100.0,Data Ended,-41.95,-41.95
NIFTY,PE_SPREAD,2026-07-28 09:15:00,2026-08-14 15:39:00,17 days 06:24:00,1789,24100.0 / 24000.0,1,57.8,100.0,Data Ended,-42.15,-42.15
NIFTY,PE_SPREAD,2026-07-28 09:18:00,2026-08-14 15:39:00,17 days 06:21:00,1788,24100.0 / 24000.0,1,54.75,100.0,Data Ended,-45.2,-45.2
NIFTY,PE_SPREAD,2026-07-28 10:18:00,2026-08-14 15:39:00,17 days 05:21:00,1768,24100.0 / 24000.0,1,74.05,100.0,Data Ended,-25.9,-25.9
NIFTY,PE_SPREAD,2026-07-28 10:27:00,2026-08-14 15:39:00,17 days 05:12:00,1765,24100.0 / 24000.0,1,76.85,100.0,Data Ended,-23.1,-23.1
NIFTY,PE_SPREAD,2026-07-28 10:33:00,2026-08-14 15:39:00,17 days 05:06:00,1763,24100.0 / 24000.0,1,73.35,100.0,Data Ended,-26.6,-26.6
NIFTY,PE_SPREAD,2026-07-28 11:15:00,2026-08-14 15:39:00,17 days 04:24:00,1749,24100.0 / 24000.0,1,58.5,100.0,Data Ended,-41.45,-41.45
NIFTY,PE_SPREAD,2026-07-28 11:18:00,2026-08-14 15:39:00,17 days 04:21:00,1748,24150.0 / 24050.0,1,86.2,100.0,Data Ended,-14.15,-14.15
NIFTY,PE_SPREAD,2026-07-28 11:39:00,2026-08-14 15:39:00,17 days 04:00:00,1741,24100.0 / 24000.0,1,68.5,100.0,Data Ended,-31.45,-31.45
NIFTY,PE_SPREAD,2026-07-28 11:45:00,2026-08-14 15:39:00,17 days 03:54:00,1739,24150.0 / 24050.0,1,83.1,100.0,Data Ended,-17.25,-17.25
NIFTY,PE_SPREAD,2026-07-28 12:06:00,2026-08-14 15:39:00,17 days 03:33:00,1732,24150.0 / 24050.0,1,85.95,100.0,Data Ended,-14.4,-14.4
NIFTY,PE_SPREAD,2026-07-28 12:24:00,2026-08-14 15:39:00,17 days 03:15:00,1726,24150.0 / 24050.0,1,87.85,100.0,Data Ended,-12.5,-12.5
NIFTY,PE_SPREAD,2026-07-28 12:30:00,2026-08-14 15:39:00,17 days 03:09:00,1724,24150.0 / 24050.0,1,85.85,100.0,Data Ended,-14.5,-14.5
NIFTY,PE_SPREAD,2026-07-28 12:39:00,2026-08-14 15:39:00,17 days 03:00:00,1721,24150.0 / 24050.0,1,87.8,100.0,Data Ended,-12.55,-12.55
NIFTY,PE_SPREAD,2026-07-29 10:36:00,2026-07-31 12:33:00,2 days 01:57:00,289,24300.0 / 24200.0,1,49.25,100.0,Target Hit (50% Premium Decay),25.05,25.05
NIFTY,PE_SPREAD,2026-07-29 10:57:00,2026-07-31 12:12:00,2 days 01:15:00,275,24300.0 / 24200.0,1,51.4,100.0,Target Hit (50% Premium Decay),26.15,26.15
NIFTY,PE_SPREAD,2026-07-29 11:03:00,2026-07-31 12:33:00,2 days 01:30:00,280,24300.0 / 24200.0,1,50.0,100.0,Target Hit (50% Premium Decay),25.8,25.8
NIFTY,PE_SPREAD,2026-07-29 11:06:00,2026-07-31 12:33:00,2 days 01:27:00,279,24300.0 / 24200.0,1,48.45,100.0,Target Hit (50% Premium Decay),24.25,24.25
NIFTY,PE_SPREAD,2026-07-29 11:24:00,2026-07-31 12:33:00,2 days 01:09:00,273,24300.0 / 24200.0,1,49.9,100.0,Target Hit (50% Premium Decay),25.7,25.7
NIFTY,PE_SPREAD,2026-07-29 11:48:00,2026-07-31 12:27:00,2 days 00:39:00,263,24300.0 / 24200.0,1,50.35,100.0,Target Hit (50% Premium Decay),25.35,25.35
NIFTY,PE_SPREAD,2026-07-29 11:51:00,2026-07-31 12:33:00,2 days 00:42:00,264,24300.0 / 24200.0,1,49.95,100.0,Target Hit (50% Premium Decay),25.75,25.75
NIFTY,PE_SPREAD,2026-07-29 11:57:00,2026-07-31 12:27:00,2 days 00:30:00,260,24300.0 / 24200.0,1,50.0,100.0,Target Hit (50% Premium Decay),25.0,25.0
NIFTY,PE_SPREAD,2026-07-29 12:03:00,2026-07-31 12:33:00,2 days 00:30:00,260,24300.0 / 24200.0,1,49.2,100.0,Target Hit (50% Premium Decay),25.0,25.0
NIFTY,PE_SPREAD,2026-07-29 12:09:00,2026-07-31 12:36:00,2 days 00:27:00,259,24300.0 / 24200.0,1,48.3,100.0,Target Hit (50% Premium Decay),24.55,24.55
NIFTY,PE_SPREAD,2026-07-29 12:33:00,2026-07-31 12:27:00,1 days 23:54:00,248,24300.0 / 24200.0,1,50.05,100.0,Target Hit (50% Premium Decay),25.05,25.05
NIFTY,PE_SPREAD,2026-07-29 12:54:00,2026-07-31 12:27:00,1 days 23:33:00,241,24300.0 / 24200.0,1,50.35,100.0,Target Hit (50% Premium Decay),25.35,25.35
NIFTY,PE_SPREAD,2026-07-29 13:33:00,2026-07-31 12:36:00,1 days 23:03:00,231,24300.0 / 24200.0,1,47.9,100.0,Target Hit (50% Premium Decay),24.15,24.15
NIFTY,PE_SPREAD,2026-07-29 13:51:00,2026-07-31 12:39:00,1 days 22:48:00,226,24300.0 / 24200.0,1,47.2,100.0,Target Hit (50% Premium Decay),23.6,23.6
NIFTY,PE_SPREAD,2026-07-29 13:54:00,2026-07-31 12:39:00,1 days 22:45:00,225,24300.0 / 24200.0,1,47.4,100.0,Target Hit (50% Premium Decay),23.8,23.8
NIFTY,PE_SPREAD,2026-07-29 14:03:00,2026-08-03 09:15:00,4 days 19:12:00,279,24350.0 / 24250.0,1,51.6,100.0,Target Hit (50% Premium Decay),45.0,45.0
NIFTY,PE_SPREAD,2026-07-29 14:30:00,2026-08-03 09:15:00,4 days 18:45:00,270,24350.0 / 24250.0,1,52.3,100.0,Target Hit (50% Premium Decay),45.7,45.7
NIFTY,PE_SPREAD,2026-07-29 14:48:00,2026-08-03 09:15:00,4 days 18:27:00,264,24350.0 / 24250.0,1,53.6,100.0,Target Hit (50% Premium Decay),47.0,47.0
NIFTY,PE_SPREAD,2026-07-29 14:54:00,2026-08-03 09:15:00,4 days 18:21:00,262,24350.0 / 24250.0,1,51.7,100.0,Target Hit (50% Premium Decay),45.1,45.1
NIFTY,PE_SPREAD,2026-07-29 14:57:00,2026-08-03 09:15:00,4 days 18:18:00,261,24350.0 / 24250.0,1,53.45,100.0,Target Hit (50% Premium Decay),46.85,46.85
NIFTY,PE_SPREAD,2026-07-30 09:18:00,2026-07-31 12:42:00,1 days 03:24:00,193,24300.0 / 24200.0,1,46.35,100.0,Target Hit (50% Premium Decay),23.6,23.6
NIFTY,PE_SPREAD,2026-07-30 09:33:00,2026-08-03 09:15:00,3 days 23:42:00,244,24350.0 / 24250.0,1,53.75,100.0,Target Hit (50% Premium Decay),47.15,47.15
NIFTY,PE_SPREAD,2026-07-30 09:48:00,2026-07-31 12:42:00,1 days 02:54:00,183,24300.0 / 24200.0,1,45.8,100.0,Target Hit (50% Premium Decay),23.05,23.05
NIFTY,PE_SPREAD,2026-07-30 10:24:00,2026-07-31 12:12:00,1 days 01:48:00,161,24300.0 / 24200.0,1,52.2,100.0,Target Hit (50% Premium Decay),26.95,26.95
NIFTY,PE_SPREAD,2026-07-30 10:45:00,2026-07-31 12:33:00,1 days 01:48:00,161,24300.0 / 24200.0,1,49.5,100.0,Target Hit (50% Premium Decay),25.3,25.3
NIFTY,PE_SPREAD,2026-07-30 11:06:00,2026-07-31 12:27:00,1 days 01:21:00,152,24300.0 / 24200.0,1,50.35,100.0,Target Hit (50% Premium Decay),25.35,25.35
NIFTY,PE_SPREAD,2026-07-30 11:12:00,2026-07-31 12:33:00,1 days 01:21:00,152,24300.0 / 24200.0,1,48.4,100.0,Target Hit (50% Premium Decay),24.2,24.2
NIFTY,PE_SPREAD,2026-07-30 11:27:00,2026-08-03 09:15:00,3 days 21:48:00,206,24350.0 / 24250.0,1,53.4,100.0,Target Hit (50% Premium Decay),46.8,46.8
NIFTY,PE_SPREAD,2026-07-30 12:33:00,2026-08-03 09:15:00,3 days 20:42:00,184,24350.0 / 24250.0,1,43.0,100.0,Target Hit (50% Premium Decay),36.4,36.4
NIFTY,PE_SPREAD,2026-07-30 13:09:00,2026-08-03 09:15:00,3 days 20:06:00,172,24350.0 / 24250.0,1,52.45,100.0,Target Hit (50% Premium Decay),45.85,45.85
NIFTY,PE_SPREAD,2026-07-30 13:21:00,2026-08-03 09:15:00,3 days 19:54:00,168,24350.0 / 24250.0,1,50.55,100.0,Target Hit (50% Premium Decay),43.95,43.95
NIFTY,PE_SPREAD,2026-07-30 13:24:00,2026-08-03 09:15:00,3 days 19:51:00,167,24350.0 / 24250.0,1,51.15,100.0,Target Hit (50% Premium Decay),44.55,44.55
NIFTY,PE_SPREAD,2026-07-30 13:33:00,2026-08-03 09:15:00,3 days 19:42:00,164,24350.0 / 24250.0,1,50.35,100.0,Target Hit (50% Premium Decay),43.75,43.75
NIFTY,PE_SPREAD,2026-07-30 13:39:00,2026-08-03 09:15:00,3 days 19:36:00,162,24350.0 / 24250.0,1,47.7,100.0,Target Hit (50% Premium Decay),41.1,41.1
NIFTY,PE_SPREAD,2026-07-30 14:48:00,2026-08-03 09:15:00,3 days 18:27:00,139,24350.0 / 24250.0,1,50.1,100.0,Target Hit (50% Premium Decay),43.5,43.5
NIFTY,PE_SPREAD,2026-07-30 15:18:00,2026-08-03 09:15:00,3 days 17:57:00,129,24350.0 / 24250.0,1,49.55,100.0,Target Hit (50% Premium Decay),42.95,42.95
NIFTY,PE_SPREAD,2026-07-31 09:45:00,2026-08-03 09:15:00,2 days 23:30:00,115,24400.0 / 24300.0,1,45.3,100.0,Target Hit (50% Premium Decay),35.0,35.0
NIFTY,PE_SPREAD,2026-07-31 10:12:00,2026-08-03 09:15:00,2 days 23:03:00,106,24400.0 / 24300.0,1,47.8,100.0,Target Hit (50% Premium Decay),37.5,37.5
NIFTY,PE_SPREAD,2026-07-31 10:15:00,2026-08-03 09:15:00,2 days 23:00:00,105,24400.0 / 24300.0,1,48.15,100.0,Target Hit (50% Premium Decay),37.85,37.85
NIFTY,PE_SPREAD,2026-07-31 10:39:00,2026-08-03 09:15:00,2 days 22:36:00,97,24400.0 / 24300.0,1,46.55,100.0,Target Hit (50% Premium Decay),36.25,36.25
NIFTY,PE_SPREAD,2026-07-31 11:00:00,2026-08-03 09:15:00,2 days 22:15:00,90,24400.0 / 24300.0,1,45.85,100.0,Target Hit (50% Premium Decay),35.55,35.55
NIFTY,PE_SPREAD,2026-07-31 11:15:00,2026-08-03 09:15:00,2 days 22:00:00,85,24400.0 / 24300.0,1,45.1,100.0,Target Hit (50% Premium Decay),34.8,34.8
NIFTY,PE_SPREAD,2026-07-31 11:45:00,2026-08-03 09:15:00,2 days 21:30:00,75,24450.0 / 24350.0,1,53.55,100.0,Target Hit (50% Premium Decay),37.7,37.7
NIFTY,PE_SPREAD,2026-07-31 11:51:00,2026-08-03 09:15:00,2 days 21:24:00,73,24450.0 / 24350.0,1,54.2,100.0,Target Hit (50% Premium Decay),38.35,38.35
NIFTY,PE_SPREAD,2026-07-31 11:57:00,2026-08-03 09:15:00,2 days 21:18:00,71,24450.0 / 24350.0,1,52.7,100.0,Target Hit (50% Premium Decay),36.85,36.85
NIFTY,PE_SPREAD,2026-07-31 12:09:00,2026-08-03 09:15:00,2 days 21:06:00,67,24450.0 / 24350.0,1,53.05,100.0,Target Hit (50% Premium Decay),37.2,37.2
NIFTY,PE_SPREAD,2026-07-31 12:24:00,2026-08-03 09:15:00,2 days 20:51:00,62,24450.0 / 24350.0,1,50.5,100.0,Target Hit (50% Premium Decay),34.65,34.65
NIFTY,PE_SPREAD,2026-07-31 12:36:00,2026-08-03 09:15:00,2 days 20:39:00,58,24450.0 / 24350.0,1,48.85,100.0,Target Hit (50% Premium Decay),33.0,33.0
NIFTY,PE_SPREAD,2026-07-31 13:06:00,2026-08-03 09:15:00,2 days 20:09:00,48,24500.0 / 24400.0,1,53.85,100.0,Target Hit (50% Premium Decay),30.15,30.15
NIFTY,PE_SPREAD,2026-07-31 13:24:00,2026-08-03 09:15:00,2 days 19:51:00,42,24500.0 / 24400.0,1,53.0,100.0,Target Hit (50% Premium Decay),29.3,29.3
NIFTY,PE_SPREAD,2026-07-31 13:57:00,2026-08-03 09:15:00,2 days 19:18:00,31,24500.0 / 24400.0,1,54.6,100.0,Target Hit (50% Premium Decay),30.9,30.9
